id,acceptedanswerid,owneruserid
"102778","",""
"123902","",""
"163113","",""
"182133","",""
"183830","",""
"232839","",""
"267738","",""
"271031","",""
"271518","",""
"300334","",""
"292362","",""
"346225","",""
"385907","",""
"427046","",""
"472739","",""
"520255","",""
"537596","",""
"565531","",""
"580686","",""
"592403","",""
"610896","",""
"687291","",""
"723129","",""
"759722","",""
"820261","",""
"829522","",""
"834932","",""
"836007","",""
"836281","",""
"839213","",""
"851093","",""
"868776","",""
"869255","",""
"874903","",""
"901251","",""
"862571","",""
"865460","",""
"909979","",""
"925377","",""
"937412","",""
"948933","",""
"956657","",""
"964547","",""
"997304","",""
"1000347","",""
"1003365","",""
"1009766","",""
"1016372","",""
"1028388","",""
"1045895","",""
"1061171","",""
"1069142","",""
"1093202","",""
"1130904","",""
"1175074","",""
"1187949","",""
"1199802","",""
"1225633","",""
"1227478","",""
"1233206","",""
"1236481","",""
"1255083","",""
"1291978","",""
"1283982","",""
"1354803","",""
"1362115","",""
"1396375","",""
"1405872","",""
"1423741","",""
"1476963","",""
"1488404","",""
"1492043","",""
"1441548","",""
"1503241","",""
"1524107","",""
"1531740","",""
"1577081","",""
"1554970","",""
"1555476","",""
"1613212","",""
"1622492","",""
"1624137","",""
"1645747","",""
"1754144","",""
"1731966","",""
"1814048","",""
"1816141","",""
"1856552","",""
"1918542","",""
"1925104","",""
"1927246","",""
"1927380","",""
"1935348","",""
"1936862","",""
"1939289","",""
"1900179","",""
"1905216","",""
"1913068","",""
"1956506","",""
"1962852","",""
"1970195","",""
"1976022","",""
"2016190","",""
"2043018","",""
"2049363","",""
"2061822","",""
"2069392","",""
"2099003","",""
"2101151","",""
"2121047","",""
"2135864","",""
"2138686","",""
"2143182","",""
"2143653","",""
"2175892","",""
"2180206","",""
"2186249","",""
"2162797","",""
"2224030","",""
"2229646","",""
"2230981","",""
"2232618","",""
"2264038","",""
"2283577","",""
"2240931","",""
"2241068","",""
"2314809","",""
"2335896","",""
"2336497","",""
"2362581","",""
"2378986","",""
"2383296","",""
"2367274","",""
"2413199","",""
"2432418","",""
"2446292","",""
"2457795","",""
"2475626","",""
"2501237","",""
"2513863","",""
"2514439","",""
"2551807","",""
"2558368","",""
"2568335","",""
"2568841","",""
"2570847","",""
"2577116","",""
"2578482","",""
"2581694","",""
"2589488","",""
"2622658","",""
"2635639","",""
"2639167","",""
"2642451","",""
"2644168","",""
"2651913","",""
"2671306","",""
"2678475","",""
"2724441","",""
"2724885","",""
"2726141","",""
"2732808","",""
"2738677","",""
"2746491","",""
"2759911","",""
"2760408","",""
"2762080","",""
"2778256","",""
"2772595","",""
"2813377","",""
"2828015","",""
"2852474","",""
"2869404","",""
"2876129","",""
"2880968","",""
"2898148","",""
"2916075","",""
"2926897","",""
"2928805","",""
"2949935","",""
"2950371","",""
"2956959","",""
"2965551","",""
"2980118","",""
"2997694","",""
"3004511","",""
"3024094","",""
"3040694","",""
"3042694","",""
"3054106","",""
"3063449","",""
"3068998","",""
"3071760","",""
"3118799","",""
"3090258","",""
"3151407","",""
"3156992","",""
"3158334","",""
"3159802","",""
"3165537","",""
"3177171","",""
"3177198","",""
"3181535","",""
"3192238","",""
"3225640","",""
"3231354","",""
"3255920","",""
"3260960","",""
"3283425","",""
"3289924","",""
"3291143","",""
"3303122","",""
"3325657","",""
"3326679","",""
"3325029","",""
"3342484","",""
"3358391","",""
"3369480","",""
"3392216","",""
"3444898","",""
"3453904","",""
"3476104","",""
"3479067","",""
"3465561","",""
"3505349","",""
"3522342","",""
"3522999","",""
"3549681","",""
"3581665","",""
"3566082","",""
"3615962","",""
"3620481","",""
"3622788","",""
"3651154","",""
"3658834","",""
"3674108","",""
"3674849","",""
"3685548","",""
"3696216","",""
"3701999","",""
"3705208","",""
"3752075","",""
"3756257","",""
"3772961","",""
"3775483","",""
"3761737","",""
"3811711","",""
"3829282","",""
"3861978","",""
"3895467","",""
"3910735","",""
"3879565","",""
"3883980","",""
"3933136","",""
"3955974","",""
"3960802","",""
"3964595","",""
"3941351","",""
"3980393","",""
"3985080","",""
"3995217","",""
"4003142","",""
"4008062","",""
"4019461","",""
"4024275","",""
"4025535","",""
"4040353","",""
"4062307","",""
"4070973","",""
"4101460","",""
"4107895","",""
"4129622","",""
"4153446","",""
"4161964","",""
"4162240","",""
"4169752","",""
"4178789","",""
"4192087","",""
"4197664","",""
"4214841","",""
"4259586","",""
"4282405","",""
"4315286","",""
"4316781","",""
"4322243","",""
"4324799","",""
"4318780","",""
"4367544","",""
"4409088","",""
"4413407","",""
"4428236","",""
"4430480","",""
"4440025","",""
"4441641","",""
"4448643","",""
"4496849","",""
"4503720","",""
"4505333","",""
"4522954","",""
"4526612","",""
"4527790","",""
"4528221","",""
"4528443","",""
"4530779","",""
"4508779","",""
"4540972","",""
"4546828","",""
"4551263","",""
"4553726","",""
"4572955","",""
"4579549","",""
"4599113","",""
"4604458","",""
"4585198","",""
"4619253","",""
"4635425","",""
"4685741","",""
"4705213","",""
"4721020","",""
"4743915","",""
"4746769","",""
"4755329","",""
"4760254","",""
"4781034","",""
"4788210","",""
"4797460","",""
"4799763","",""
"4807409","",""
"4815787","",""
"4846823","",""
"4857166","",""
"4861865","",""
"4878018","",""
"4880303","",""
"4894954","",""
"4898092","",""
"4899450","",""
"4888176","",""
"4902764","",""
"4912269","",""
"4923362","",""
"4932958","",""
"4970016","",""
"4975843","",""
"4998017","",""
"4999194","",""
"5002757","",""
"5006691","",""
"4955309","",""
"5008633","",""
"5011792","",""
"5015716","",""
"5023348","",""
"5026536","",""
"5029685","",""
"5037778","",""
"5050990","",""
"5063648","",""
"5065303","",""
"5072412","",""
"5076596","",""
"5085475","",""
"5087914","",""
"5092375","",""
"5099204","",""
"5101244","",""
"5054065","",""
"5114272","",""
"5118168","",""
"5127379","",""
"5144978","",""
"5152792","",""
"5156628","",""
"5170457","",""
"5182557","",""
"5182564","",""
"5185554","",""
"5186715","",""
"5132600","",""
"5139801","",""
"5207930","",""
"5249350","",""
"5259263","",""
"5262779","",""
"5263156","",""
"5269618","",""
"5255226","",""
"5299164","",""
"5307398","",""
"5352223","",""
"5354425","",""
"5310113","",""
"5360714","",""
"5386302","",""
"5387793","",""
"5389804","",""
"5395158","",""
"5416194","",""
"5427357","",""
"5430529","",""
"5443059","",""
"5455635","",""
"5456160","",""
"5466986","",""
"5476974","",""
"5485943","",""
"5508301","",""
"5498434","",""
"5524041","",""
"5529909","",""
"5533162","",""
"5533893","",""
"5540820","",""
"5542765","",""
"5544057","",""
"5546268","",""
"5553624","",""
"5564533","",""
"5573968","",""
"5580032","",""
"5596994","",""
"5607698","",""
"5621422","",""
"5592112","",""
"5594743","",""
"5637396","",""
"5638957","",""
"5642260","",""
"5696347","",""
"5698308","",""
"5748789","",""
"5743513","",""
"5766252","",""
"5770779","",""
"5773430","",""
"5775171","",""
"5782469","",""
"5788057","",""
"5789685","",""
"5816246","",""
"5821254","",""
"5850744","",""
"5854815","",""
"5864114","",""
"5807164","",""
"5894832","",""
"5910478","",""
"5914935","",""
"5935020","",""
"5935128","",""
"5938766","",""
"5947791","",""
"5956409","",""
"5974245","",""
"5978537","",""
"5995997","",""
"6002238","",""
"6005254","",""
"6008272","",""
"6011348","",""
"6031258","",""
"6045559","",""
"6048722","",""
"6069369","",""
"6071067","",""
"6084734","",""
"6084923","",""
"6107799","",""
"6115410","",""
"6119172","",""
"6120657","",""
"6123394","",""
"6124310","",""
"6136617","",""
"6137760","",""
"6141137","",""
"6143646","",""
"6148415","",""
"6148746","",""
"6150921","",""
"6166692","",""
"6172342","",""
"6192239","",""
"6197852","",""
"6235599","",""
"6276435","",""
"6281540","",""
"6303840","",""
"6305428","",""
"6310104","",""
"6340298","",""
"6344627","",""
"6382116","",""
"6388737","",""
"6402154","",""
"6402342","",""
"6431803","",""
"6457752","",""
"6475469","",""
"6483181","",""
"6485970","",""
"6486121","",""
"6490508","",""
"6492122","",""
"6500154","",""
"6501929","",""
"6505259","",""
"6528775","",""
"6568885","",""
"6569672","",""
"6580775","",""
"6585884","",""
"6586010","",""
"6586147","",""
"6620650","",""
"6633164","",""
"6660335","",""
"6671331","",""
"6681083","",""
"6681549","",""
"6683473","",""
"6690831","",""
"6694735","",""
"6695069","",""
"6705009","",""
"6720166","",""
"6752633","",""
"6729324","",""
"6737996","",""
"6760114","",""
"6786945","",""
"6787586","",""
"6797843","",""
"6797955","",""
"6814515","",""
"6815160","",""
"6834951","",""
"6839275","",""
"6840206","",""
"6847107","",""
"6924614","",""
"6924763","",""
"6908948","",""
"6915457","",""
"6931733","",""
"6967842","",""
"6972705","",""
"6975411","",""
"6977758","",""
"6980567","",""
"6985631","",""
"6986609","",""
"6989941","",""
"6991046","",""
"6996439","",""
"7007236","",""
"7007965","",""
"7023018","",""
"7068733","",""
"7072129","",""
"7094777","",""
"7104835","",""
"7139178","",""
"7140242","",""
"7143582","",""
"7154806","",""
"7155420","",""
"7160619","",""
"7164167","",""
"7170048","",""
"7172593","",""
"7180918","",""
"7193991","",""
"7204772","",""
"7213074","",""
"7232310","",""
"7258029","",""
"7275944","",""
"7281619","",""
"7299349","",""
"7304113","",""
"7319806","",""
"7324708","",""
"7344117","",""
"7347749","",""
"7357048","",""
"7357526","",""
"7376203","",""
"7380761","",""
"7381166","",""
"7389420","",""
"7399524","",""
"7410981","",""
"7438838","",""
"7440453","",""
"7469927","",""
"7470007","",""
"7474844","",""
"7482523","",""
"7507370","",""
"7509935","",""
"7518478","",""
"7519399","",""
"7521223","",""
"7515353","",""
"7517434","",""
"7527414","",""
"7530069","",""
"7542541","",""
"7545176","",""
"7552710","",""
"7553463","",""
"7555752","",""
"7572793","",""
"7573837","",""
"7591029","",""
"7592306","",""
"7592728","",""
"7596882","",""
"7603851","",""
"7604630","",""
"7611383","",""
"7618567","",""
"7620017","",""
"7623316","",""
"7627097","",""
"7637822","",""
"7651081","",""
"7687096","",""
"7726781","",""
"7739909","",""
"7750962","",""
"7753731","",""
"7757109","",""
"7762550","",""
"7786445","",""
"7790410","",""
"7796058","",""
"7797857","",""
"7801965","",""
"7809496","",""
"7829063","",""
"7847326","",""
"7857132","",""
"7863283","",""
"7844860","",""
"7846164","",""
"7886967","",""
"7900673","",""
"7946333","",""
"7956931","",""
"7983488","",""
"8003379","",""
"8006782","",""
"8007251","",""
"8008434","",""
"7995035","",""
"8024515","",""
"8051742","",""
"8061677","",""
"8074984","",""
"8081053","",""
"8081410","",""
"8041876","",""
"8087054","",""
"8100349","",""
"8102794","",""
"8120146","",""
"8153332","",""
"8165012","",""
"8175671","",""
"8178562","",""
"8227679","",""
"8230070","",""
"8217558","",""
"8261734","",""
"8263961","",""
"8267374","",""
"8267938","",""
"8294589","",""
"8300171","",""
"8302796","",""
"8310153","",""
"8315294","",""
"8324096","",""
"8328074","",""
"8333331","",""
"8338298","",""
"8278497","",""
"8359258","",""
"8374333","",""
"8375385","",""
"8378235","",""
"8385198","",""
"8392041","",""
"8394254","",""
"8387191","",""
"8387301","",""
"8414322","",""
"8436138","",""
"8431833","",""
"8467380","",""
"8468799","",""
"8471118","",""
"8479602","",""
"8484360","",""
"8486064","",""
"8488983","",""
"8453578","",""
"8501039","",""
"8506370","",""
"8509087","",""
"8510213","",""
"8513671","",""
"8516989","",""
"8531162","",""
"8533517","",""
"8538766","",""
"8544088","",""
"8554215","",""
"8560282","",""
"8545685","",""
"8575372","",""
"8576416","",""
"8596153","",""
"8605365","",""
"8619921","",""
"8628925","",""
"8636778","",""
"8640340","",""
"8585955","",""
"8644867","",""
"8647165","",""
"8663358","",""
"8677062","",""
"8687684","",""
"8698554","",""
"8699855","",""
"8707394","",""
"8723479","",""
"8731624","",""
"8757101","",""
"8759331","",""
"8802637","",""
"8808416","",""
"8811092","",""
"8823369","",""
"8837391","",""
"8859169","",""
"8874552","",""
"8887434","",""
"8894987","",""
"8896796","",""
"8904754","",""
"8912444","",""
"8913151","",""
"8935083","",""
"8968904","",""
"8977456","",""
"9001641","",""
"9002070","",""
"9008815","",""
"9019609","",""
"9020851","",""
"9061062","",""
"9080165","",""
"9081039","",""
"9091889","",""
"9118221","",""
"9124791","",""
"9140529","",""
"9141246","",""
"9165812","",""
"9174860","",""
"9207434","",""
"9213674","",""
"9227078","",""
"9234999","",""
"9261555","",""
"9265324","",""
"9266539","",""
"9272079","",""
"9283244","",""
"9283556","",""
"9284626","",""
"9291071","",""
"9297419","",""
"9314844","",""
"9300821","",""
"9306528","",""
"9307714","",""
"9311124","",""
"9362801","",""
"9366505","",""
"9368620","",""
"9375004","",""
"9378452","",""
"9381270","",""
"9388325","",""
"9395202","",""
"9409496","",""
"9410472","",""
"9411688","",""
"9420082","",""
"9425913","",""
"9450436","",""
"9464973","",""
"9475944","",""
"9480977","",""
"9481244","",""
"9482377","",""
"9486142","",""
"9513257","",""
"9520132","",""
"9530824","",""
"9534118","",""
"9534540","",""
"9543345","",""
"9565884","",""
"9578129","",""
"9596298","",""
"9613116","",""
"9657725","",""
"9664023","",""
"9664298","",""
"9639456","",""
"9675425","",""
"9680670","",""
"9699912","",""
"9700431","",""
"9722388","",""
"9734768","",""
"9750008","",""
"9758292","",""
"9767309","",""
"9769428","",""
"9770124","",""
"9772597","",""
"9773688","",""
"9774236","",""
"9784452","",""
"9784689","",""
"9808177","",""
"9821602","",""
"9842157","",""
"9846853","",""
"9858735","",""
"9861937","",""
"9865710","",""
"9869994","",""
"9893935","",""
"9895682","",""
"9908597","",""
"9911541","",""
"9914485","",""
"9920896","",""
"9926349","",""
"9935586","",""
"9984931","",""
"9988805","",""
"9991604","",""
"9993395","",""
"9970958","",""
"9971722","",""
"10001528","",""
"10004003","",""
"10004277","",""
"10029987","",""
"10064373","",""
"10069864","",""
"10076243","",""
"10077714","",""
"10084582","",""
"10085542","",""
"10101030","",""
"10107464","",""
"10118632","",""
"10132221","",""
"10152242","",""
"10160348","",""
"10178327","",""
"10185103","",""
"10187157","",""
"10200551","",""
"10204358","",""
"10229394","",""
"10230269","",""
"10220069","",""
"10244548","",""
"10252449","",""
"10260454","",""
"10267968","",""
"10269949","",""
"10279296","",""
"10285421","",""
"10290975","",""
"10294653","",""
"10307526","",""
"10314226","",""
"10317494","",""
"10321481","",""
"10357630","",""
"10360463","",""
"10333008","",""
"10333835","",""
"10374283","",""
"10380466","",""
"10387888","",""
"10389919","",""
"10391505","",""
"10397127","",""
"10415733","",""
"10438245","",""
"10441539","",""
"10476949","",""
"10482957","",""
"10486137","",""
"10494764","",""
"10500511","",""
"10519533","",""
"10536402","",""
"10551877","",""
"10570043","",""
"10579279","",""
"10587506","",""
"10613767","",""
"10630099","",""
"10630550","",""
"10630607","",""
"10637586","",""
"10642643","",""
"10674117","",""
"10684234","",""
"10691899","",""
"10696432","",""
"10703950","",""
"10736816","",""
"10737849","",""
"10738029","",""
"10748440","",""
"10749803","",""
"10755816","",""
"10769703","",""
"10776407","",""
"10781828","",""
"10797413","",""
"10813233","",""
"10814314","",""
"10829092","",""
"10836373","",""
"10838061","",""
"10846255","",""
"10861104","",""
"10861727","",""
"10867202","",""
"10878622","",""
"10894120","",""
"10907967","",""
"10913511","",""
"10923283","",""
"10926155","",""
"10936208","",""
"10941858","",""
"10942389","",""
"10934576","",""
"10980080","",""
"10981021","",""
"10986930","",""
"10990611","",""
"10992045","",""
"10993335","",""
"11004323","",""
"11006613","",""
"11015023","",""
"11024798","",""
"11036438","",""
"11042742","",""
"11056262","",""
"11058237","",""
"11069996","",""
"11076476","",""
"11085067","",""
"11085116","",""
"11073088","",""
"11094639","",""
"11115834","",""
"11125371","",""
"11128312","",""
"11146454","",""
"11153058","",""
"11173075","",""
"11187718","",""
"11188213","",""
"11199840","",""
"11206197","",""
"11206202","",""
"11206272","",""
"11206632","",""
"11212494","",""
"11225398","",""
"11194808","",""
"11234931","",""
"11236483","",""
"11251373","",""
"11257509","",""
"11261092","",""
"11265748","",""
"11279903","",""
"11286490","",""
"11301522","",""
"11301614","",""
"11331772","",""
"11337117","",""
"11383389","",""
"11383898","",""
"11396412","",""
"11407995","",""
"11413980","",""
"11420512","",""
"11420945","",""
"11430639","",""
"11438907","",""
"11460608","",""
"11497530","",""
"11504049","",""
"11504065","",""
"11466325","",""
"11468722","",""
"11515725","",""
"11519847","",""
"11537003","",""
"11542819","",""
"11551226","",""
"11557983","",""
"11557989","",""
"11584405","",""
"11585767","",""
"11575451","",""
"11600509","",""
"11607538","",""
"11611450","",""
"11617210","",""
"11617747","",""
"11618305","",""
"11621414","",""
"11627055","",""
"11628685","",""
"11643669","",""
"11645477","",""
"11665798","",""
"11673243","",""
"11683946","",""
"11719667","",""
"11731483","",""
"11732749","",""
"11735074","",""
"11724070","",""
"11744273","",""
"11747203","",""
"11758619","",""
"11762184","",""
"11767352","",""
"11787571","",""
"11797676","",""
"11808209","",""
"11814141","",""
"11832672","",""
"11823849","",""
"11861102","",""
"11868072","",""
"11878952","",""
"11882379","",""
"11884421","",""
"11907915","",""
"11920096","",""
"11895349","",""
"11900186","",""
"11922407","",""
"11936636","",""
"11948310","",""
"11963873","",""
"11980218","",""
"11998797","",""
"11998981","",""
"12002551","",""
"12022659","",""
"11985476","",""
"12031053","",""
"12033981","",""
"12041108","",""
"12054641","",""
"12065953","",""
"12066430","",""
"12088680","",""
"12094933","",""
"12095059","",""
"12107302","",""
"12108716","",""
"12097671","",""
"12101091","",""
"12144754","",""
"12189574","",""
"12209507","",""
"12217577","",""
"12239283","",""
"12247826","",""
"12251663","",""
"12257958","",""
"12265240","",""
"12272291","",""
"12273134","",""
"12278822","",""
"12281130","",""
"12281484","",""
"12310292","",""
"12312229","",""
"12313051","",""
"12317205","",""
"12318281","",""
"12327257","",""
"12287478","",""
"12327772","",""
"12345051","",""
"12348563","",""
"12356290","",""
"12371880","",""
"12388779","",""
"12392075","",""
"12405886","",""
"12418942","",""
"12425997","",""
"12443306","",""
"12450587","",""
"12451507","",""
"12452095","",""
"12452699","",""
"12456079","",""
"12460655","",""
"12469846","",""
"12473576","",""
"12474911","",""
"12475192","",""
"12477250","",""
"12499675","",""
"12501286","",""
"12503817","",""
"12510888","",""
"12523252","",""
"12543918","",""
"12543933","",""
"12547428","",""
"12564787","",""
"12577185","",""
"12580408","",""
"12582396","",""
"12596543","",""
"12619862","",""
"12614139","",""
"12639588","",""
"12672755","",""
"12698139","",""
"12707070","",""
"12729582","",""
"12744613","",""
"12736931","",""
"12777670","",""
"12792263","",""
"12813732","",""
"12823079","",""
"12854372","",""
"12863490","",""
"12870192","",""
"12872256","",""
"12879589","",""
"12884324","",""
"12888552","",""
"12906498","",""
"12909266","",""
"12910571","",""
"12912799","",""
"12919150","",""
"12929001","",""
"12930186","",""
"12948492","",""
"12964913","",""
"12980995","",""
"12981454","",""
"12986764","",""
"12987871","",""
"12957198","",""
"12989740","",""
"12996971","",""
"13001960","",""
"13007786","",""
"13011314","",""
"13012364","",""
"13013034","",""
"13015875","",""
"13018659","",""
"13027834","",""
"13028419","",""
"13030174","",""
"13064432","",""
"13068210","",""
"13047774","",""
"13078226","",""
"13087878","",""
"13090442","",""
"13105707","",""
"13115015","",""
"13117032","",""
"13124591","",""
"13129097","",""
"13129112","",""
"13147645","",""
"13151996","",""
"13206155","",""
"13258593","",""
"13260714","",""
"13266698","",""
"13287868","",""
"13299538","",""
"13308957","",""
"13309364","",""
"13312590","",""
"13313877","",""
"13318328","",""
"13321445","",""
"13291464","",""
"13324229","",""
"13326302","",""
"13352777","",""
"13369390","",""
"13370135","",""
"13373979","",""
"13378616","",""
"13416184","",""
"13420814","",""
"13453160","",""
"13506077","",""
"13517495","",""
"13518264","",""
"13518881","",""
"13522591","",""
"13526278","",""
"13526377","",""
"13530830","",""
"13531762","",""
"13552369","",""
"13581694","",""
"13603891","",""
"13608286","",""
"13617266","",""
"13618641","",""
"13621137","",""
"13621391","",""
"13642648","",""
"13652206","",""
"13681895","",""
"13684602","",""
"13695248","",""
"13703993","",""
"13692048","",""
"13692547","",""
"13729157","",""
"13736525","",""
"13740070","",""
"13750309","",""
"13763303","",""
"13769589","",""
"13808630","",""
"13811248","",""
"13812609","",""
"13860939","",""
"13873666","",""
"13874387","",""
"13874547","",""
"13797573","",""
"13801645","",""
"13896007","",""
"13922337","",""
"13927585","",""
"13932726","",""
"13950446","",""
"13968848","",""
"13979622","",""
"13982130","",""
"14000879","",""
"13990337","",""
"14018971","",""
"14021942","",""
"14048136","",""
"14051128","",""
"14053654","",""
"14064454","",""
"14071269","",""
"14080288","",""
"14080361","",""
"14093534","",""
"14106087","",""
"14124370","",""
"14136977","",""
"14137819","",""
"14142484","",""
"14142541","",""
"14149545","",""
"14152176","",""
"14152621","",""
"14166367","",""
"14171512","",""
"14183390","",""
"14184736","",""
"14202678","",""
"14228282","",""
"14245346","",""
"14253039","",""
"14255491","",""
"14218542","",""
"14223739","",""
"14275879","",""
"14307162","",""
"14322029","",""
"14332333","",""
"14334072","",""
"14339539","",""
"14358754","",""
"14362664","",""
"14369215","",""
"14372515","",""
"14383586","",""
"14383944","",""
"14392120","",""
"14393087","",""
"14399992","",""
"14408958","",""
"14425875","",""
"14426701","",""
"14433161","",""
"14452489","",""
"14470110","",""
"14477978","",""
"14508231","",""
"14508568","",""
"14523559","",""
"14554351","",""
"14556586","",""
"14559159","",""
"14560489","",""
"14563245","",""
"14565908","",""
"14567991","",""
"14572834","",""
"14575147","",""
"14582664","",""
"14586661","",""
"14597371","",""
"14601069","",""
"14608481","",""
"14610850","",""
"14620180","",""
"14643198","",""
"14643772","",""
"14644621","",""
"14663514","",""
"14667231","",""
"14673989","",""
"14655186","",""
"14657534","",""
"14700241","",""
"14720490","",""
"14725679","",""
"14729293","",""
"14752801","",""
"14766181","",""
"14769759","",""
"14771061","",""
"14787294","",""
"14826272","",""
"14832122","",""
"14835793","",""
"14844218","",""
"14844894","",""
"14861643","",""
"14864532","",""
"14886497","",""
"14898061","",""
"14914910","",""
"14920603","",""
"14941051","",""
"14942087","",""
"14955509","",""
"14955559","",""
"14956946","",""
"14981263","",""
"15001570","",""
"15003113","",""
"15005360","",""
"15024738","",""
"15025403","",""
"15027386","",""
"15070436","",""
"15083458","",""
"15084133","",""
"15086517","",""
"15096589","",""
"15112624","",""
"15113781","",""
"15130564","",""
"15131185","",""
"15131615","",""
"15132755","",""
"15123233","",""
"15147743","",""
"15158089","",""
"15160714","",""
"15170808","",""
"15171339","",""
"15176447","",""
"15196150","",""
"15220863","",""
"15254334","",""
"15262545","",""
"15270859","",""
"15275733","",""
"15283682","",""
"15287578","",""
"15291751","",""
"15236419","",""
"15298677","",""
"15322705","",""
"15326916","",""
"15327018","",""
"15334204","",""
"15335905","",""
"15347423","",""
"15348544","",""
"15338372","",""
"15355031","",""
"15372360","",""
"15373035","",""
"15375401","",""
"15388116","",""
"15412233","",""
"15415822","",""
"15420680","",""
"15424191","",""
"15428638","",""
"15428916","",""
"15432917","",""
"15434338","",""
"15437189","",""
"15442789","",""
"15448890","",""
"15478374","",""
"15483378","",""
"15485409","",""
"15490312","",""
"15498979","",""
"15510917","",""
"15521372","",""
"15525553","",""
"15535493","",""
"15553831","",""
"15562717","",""
"15571815","",""
"15577906","",""
"15594518","",""
"15609660","",""
"15611653","",""
"15616323","",""
"15606849","",""
"15608584","",""
"15620701","",""
"15633088","",""
"15637522","",""
"15646582","",""
"15655328","",""
"15657814","",""
"15665050","",""
"15665439","",""
"15678674","",""
"15688222","",""
"15697960","",""
"15712966","",""
"15737706","",""
"15760650","",""
"15699450","",""
"15765319","",""
"15782110","",""
"15784107","",""
"15785443","",""
"15798541","",""
"15800128","",""
"15804073","",""
"15807446","",""
"15822349","",""
"15825807","",""
"15828517","",""
"15851358","",""
"15871872","",""
"15872439","",""
"15831332","",""
"15875978","",""
"15877705","",""
"15882853","",""
"15896134","",""
"15897378","",""
"15903199","",""
"15912203","",""
"15914673","",""
"15920710","",""
"15928829","",""
"15936173","",""
"15945969","",""
"15947415","",""
"15947628","",""
"15958208","",""
"15964671","",""
"15967650","",""
"15969304","",""
"15979323","",""
"15991553","",""
"15993160","",""
"16015583","",""
"16021926","",""
"16022062","",""
"16023331","",""
"16030513","",""
"16032745","",""
"16064875","",""
"16069974","",""
"16105477","",""
"16108351","",""
"16126492","",""
"16131404","",""
"16145752","",""
"16155041","",""
"16167646","",""
"16168306","",""
"16173281","",""
"16175110","",""
"16176927","",""
"16180435","",""
"16197579","",""
"16216902","",""
"16218026","",""
"16224056","",""
"16227120","",""
"16229780","",""
"16231217","",""
"16231643","",""
"16233362","",""
"16236164","",""
"16238634","",""
"16244372","",""
"16249319","",""
"16255472","",""
"16256961","",""
"16258520","",""
"16259643","",""
"16266111","",""
"16289025","",""
"16293791","",""
"16317635","",""
"16320756","",""
"16321991","",""
"16325088","",""
"16328653","",""
"16334029","",""
"16334687","",""
"16336017","",""
"16352145","",""
"16352439","",""
"16354427","",""
"16357308","",""
"16368249","",""
"16397301","",""
"16399159","",""
"16399945","",""
"16420024","",""
"16434188","",""
"16444952","",""
"16454939","",""
"16456427","",""
"16474649","",""
"16483236","",""
"16509037","",""
"16513073","",""
"16520563","",""
"16525310","",""
"16541627","",""
"16545402","",""
"16546917","",""
"16553420","",""
"16558393","",""
"16562040","",""
"16568400","",""
"16570291","",""
"16570395","",""
"16573782","",""
"16547529","",""
"16547808","",""
"16582670","",""
"16588867","",""
"16591928","",""
"16597728","",""
"16606433","",""
"16607757","",""
"16608793","",""
"16609120","",""
"16611447","",""
"16638284","",""
"16646319","",""
"16652210","",""
"16653754","",""
"16668712","",""
"16659002","",""
"16724191","",""
"16730441","",""
"16747902","",""
"16750307","",""
"16758351","",""
"16758653","",""
"16789119","",""
"16789786","",""
"16801547","",""
"16809644","",""
"16811349","",""
"16818322","",""
"16819097","",""
"16820223","",""
"16822476","",""
"16825882","",""
"16828038","",""
"16764446","",""
"16787111","",""
"16848891","",""
"16870073","",""
"16872586","",""
"16881411","",""
"16893535","",""
"16901999","",""
"16914043","",""
"16935715","",""
"16950833","",""
"16982693","",""
"16987336","",""
"16987832","",""
"16972379","",""
"16998741","",""
"17014040","",""
"17038037","",""
"17051250","",""
"17052744","",""
"17053217","",""
"17024528","",""
"17033336","",""
"17066321","",""
"17083119","",""
"17088326","",""
"17088989","",""
"17104038","",""
"17108044","",""
"17114006","",""
"17139101","",""
"17140953","",""
"17167691","",""
"17194693","",""
"17205766","",""
"17214461","",""
"17225400","",""
"17249495","",""
"17256324","",""
"17269949","",""
"17272102","",""
"17274787","",""
"17230265","",""
"17234359","",""
"17235013","",""
"17238838","",""
"17306656","",""
