id,favorite
"2525","95"
"2970","1"
"10731","5"
"21965","13"
"23102","46"
"23713",""
"28965","11"
"34896","12"
"36296",""
"38846","4"
"39772",""
"41169","3"
"43992","2"
"44799",""
"51094","344"
"55572","1"
"58679",""
"60757","1"
"64469",""
"65734","2"
"65879","11"
"70170",""
"71756",""
"72166","43"
"76210","3"
"87431",""
"97614",""
"97984","145"
"99001",""
"106001","1"
"107566","4"
"108088","8"
"110575","126"
"113090","4"
"113423","29"
"115503","2"
"116415",""
"117129","4"
"120116","1"
"120189","1"
"121504","1"
"125438","5"
"127363","2"
"130585",""
"131902","3"
"133549","1"
"134658","1"
"137212","68"
"138175",""
"138705","3"
"141203","47"
"142431","1"
"142722","6"
"143750","4"
"150923",""
"153416",""
"157924","1"
"158257","1"
"159114","1"
"162031","1"
"162159","93"
"162915",""
"173329","15"
"173727","5"
"173875","3"
"176195",""
"178479","115"
"180870","23"
"181130","2"
"184265","1"
"188266","138"
"193002",""
"197621",""
"198462","168"
"206276",""
"206318","20"
"214431",""
"220437","16"
"225475","3"
"231204",""
"231592","2"
"232895",""
"239905","5"
"242976",""
"244283","4"
"249318","1"
"252156","1"
"259534",""
"260664","5"
"268182","2"
"269253","2"
"271090","2"
"272409","2"
"272447",""
"272503","53"
"273534","4"
"273652","3"
"275824","7"
"276832","7"
"284163",""
"285400","4"
"290630","1"
"295436","4"
"301024","12"
"301557",""
"302279","3"
"302893",""
"303028",""
"305044","5"
"308406","5"
"308980",""
"312621","0"
"315171",""
"316367","1"
"316390","5"
"319634","2"
"320477","1"
"326818","46"
"327512",""
"329956","2"
"335677","0"
"338563",""
"341956",""
"341981","1"
"342245","2"
"344280","1"
"346826","3"
"347945","0"
"349668","44"
"354472",""
"356116",""
"356562","12"
"357491","1"
"360838","2"
"365095",""
"371928",""
"372933",""
"376071","1"
"382113","4"
"386374","1"
"396324","1"
"407771","1"
"407977","3"
"407990",""
"409807",""
"412440","1"
"413279",""
"419738",""
"420854",""
"425221","2"
"431698","5"
"437146","3"
"438886","1"
"444181","4"
"446551","1"
"454368","1"
"454497","6"
"457014","1"
"457193","4"
"459614",""
"461650","3"
"465910","1"
"470382",""
"481148","4"
"481743","4"
"483018","4"
"484068",""
"485023","4"
"487332",""
"487876",""
"489552",""
"490920","2"
"492954","1"
"493909",""
"494860","1"
"496152",""
"498234","4"
"503220","1"
"503967",""
"504167","0"
"505606",""
"507669","3"
"510170","221"
"514307",""
"518635",""
"528405","11"
"533082",""
"536739","2"
"537103","0"
"537596","15"
"546513",""
"553545",""
"557979","4"
"558308",""
"558330",""
"562833",""
"563717","2"
"569870","0"
"569871",""
"572723","11"
"581655","1"
"588803",""
"588855","1"
"590298",""
"591300",""
"595936","6"
"596893",""
"597142",""
"597175",""
"598844","1"
"598949",""
"603230",""
"604550",""
"604634","3"
"608112","2"
"611915","14"
"613233","3"
"613680",""
"615280","2"
"616662","2"
"617714",""
"617833","2"
"620438",""
"621189",""
"622459","8"
"622646",""
"624386","5"
"627353",""
"636172","1"
"637496","1"
"639034",""
"641368",""
"642007",""
"645135","1"
"651481",""
"651819",""
"652818","5"
"656329",""
"663664","1"
"665792","1"
"667887","4"
"671010",""
"673678",""
"674703",""
"674904","82"
"678873","2"
"683549","1"
"684610",""
"685298","7"
"687787","4"
"690780","4"
"694147","2"
"696476","1"
"696563","5"
"703308",""
"703757","2"
"705533","2"
"705596",""
"713165","1"
"715969",""
"718611","7"
"721436",""
"722032","1"
"723791","12"
"724257",""
"726388","1"
"728108","1"
"728164","9"
"729195","1"
"732107","1"
"733692","21"
"733744","2"
"739850","5"
"741824",""
"742719","2"
"745249","1"
"747394","1"
"747876","1"
"752859",""
"752890","3"
"753917","1"
"755309","0"
"755994",""
"756353",""
"763498","1"
"764012","12"
"764833",""
"765273","1"
"765840","2"
"768442","3"
"770195",""
"785973","175"
"786661","13"
"787729","4"
"790086",""
"793812","57"
"796059","2"
"796383","3"
"797081",""
"800244",""
"800543",""
"801871",""
"805658",""
"805887","3"
"810043","6"
"811670","1"
"815013","1"
"815220","1"
"816595",""
"818398",""
"818512","14"
"820289","2"
"821443",""
"821938",""
"825638","1"
"830919","10"
"834061","4"
"834694","1"
"836961",""
"839206",""
"840668",""
"845623","4"
"846402",""
"850497","2"
"851623",""
"852418",""
"852453","3"
"853620","106"
"853876","1"
"854961","1"
"858476","5"
"861679",""
"861864","7"
"862042","1"
"862141",""
"862187",""
"864791","3"
"865837",""
"868776","4"
"876045","1"
"876258",""
"877583",""
"877743",""
"878312","5"
"879704","3"
"884781","2"
"886683",""
"887565",""
"888052","1"
"897020","5"
"904442","1"
"907057","4"
"910856","10"
"925703",""
"925929","2"
"932728","3"
