id,score
"2447","11"
"7551","829"
"14656","31"
"18448","17"
"19721","3"
"29677","3"
"33086","9"
"33288","4"
"33412","75"
"33529","48"
"33829","0"
"36877","93"
"47526","9"
"49211","2"
"49663","2"
"50037","2"
"50684","2"
"55643","10"
"59204","10"
"60174","2773"
"71077","3"
"84847","236"
"93100","10"
"98768","165"
"103184","18"
"110458","7"
"112396","1081"
"120131","4"
"130264","17"
"134099","668"
"134148","6"
"142573","1"
"143692","3"
"147747","3"
"156563","9"
"163900","3"
"166023","1"
"168303","5"
"169951","3"
"170689","10"
"172951","0"
"173567","0"
"180239","2"
"184028","3"
"184112","130"
"188043","2"
"189623","6"
"189925","8"
"195454","11"
"198625","1"
"199459","3"
"199613","0"
"211169","21"
"212763","8"
"224453","15"
"224541","4"
"229571","5"
"230845","5"
"232231","4"
"233240","9"
"234589","4"
"238404","4"
"238728","14"
"242118","12"
"242749","1"
"244903","62"
"245569","5"
"253002","2"
"254610","0"
"256899","2"
"264702","1"
"266188","3"
"268682","6"
"274274","73"
"279682","0"
"284538","43"
"287597","19"
"295163","1"
"295345","2"
"295538","193"
"311243","6"
"317967","1"
"318781","3"
"325323","6"
"328023","10"
"332284","3"
"332697","2"
"332794","3"
"338579","0"
"340272","7"
"345217","2"
"348128","2"
"354644","3"
"358449","2"
"360694","8"
"362461","5"
"367530","2"
"368792","1"
"369248","20"
"372465","0"
"379387","2"
"382383","0"
"388800","93"
"390944","2"
"391066","11"
"394836","2"
"395592","77"
"397612","7"
"398463","0"
"410085","57"
"421553","12"
"421893","0"
"424373","0"
"428478","7"
"429005","11"
"429006","1"
"431013","19"
"438508","0"
"440200","1"
"440568","27"
"440762","5"
"446986","2"
"451167","4"
"451583","15"
"451601","0"
"452415","8"
"454391","6"
"461137","0"
"467885","2"
"469267","9"
"471732","5"
"472724","0"
"474785","2"
"476821","10"
"482213","0"
"484261","13"
"486000","5"
"487889","3"
"488310","0"
"490627","10"
"504272","10"
"509306","0"
"509449","2"
"509519","0"
"514303","1"
"518313","7"
"521912","2"
"538894","4"
"541620","1"
"544595","0"
"546788","0"
"556670","6"
"559223","1"
"567300","0"
"569327","4"
"570042","15"
"573878","6"
"577507","0"
"582684","1"
"593092","1"
"600868","2"
"608111","2"
"612121","2"
"623536","0"
"623788","1"
"624425","48"
"624898","1"
"630247","1"
"630787","2"
"640838","23"
"646224","6"
"650101","2"
"651291","0"
"651590","6"
"652275","1"
"654688","3"
"658771","1"
"659384","8"
"667177","19"
"681385","3"
"681583","31"
"683865","5"
"692767","2"
"693288","4"
"700514","1"
"704275","1"
"707503","0"
"709085","52"
"722973","3"
"734611","1"
"741653","11"
"743058","0"
"746377","1"
"747096","7"
"749631","8"
"754096","2"
"754205","1"
"756133","1"
"759149","1"
"762029","4"
"767276","23"
"767408","3"
"768677","5"
"772596","72"
"778476","1"
"784608","8"
"786656","3"
"787683","1"
"788569","14"
"791551","3"
"791737","1"
"793964","2"
"795867","0"
"797275","5"
"797445","3"
"797626","0"
"801737","4"
"805153","3"
"806169","3"
"808536","0"
"809137","12"
"812639","1"
"818704","157"
"821815","2"
"826981","7"
"828400","3"
"829375","13"
"831968","2"
"834918","16"
"839213","0"
"841130","0"
"843900","0"
"847240","3"
"858149","0"
"861255","0"
"864331","2"
"869072","4"
"872386","2"
"872570","2"
"872877","1"
"882512","3"
"890492","0"
"890603","1"
"891227","1"
"892193","5"
"897405","0"
"899190","1"
"900610","5"
"901369","12"
"902438","3"
"906091","0"
"910006","0"
"912419","0"
"915178","3"
"916770","1"
"917500","4"
"920751","1"
"921943","1"
"922892","0"
"926172","33"
"927816","1"
"929351","6"
"929714","0"
"934990","3"
"941656","1"
"945703","0"
"951334","17"
"956894","4"
"957388","33"
"967593","0"
"967773","13"
"970262","10"
"970612","1"
"975329","2"
"981188","2"
"981828","2"
"982027","2"
"990958","2"
"991703","3"
"992282","0"
"1001810","4"
"1005256","0"
"1008539","5"
"1012724","58"
"1017659","1"
"1018284","2"
"1025720","3"
"1030905","1"
"1031588","0"
"1033296","3"
"1036704","1"
"1039200","1"
"1040353","0"
"1044121","0"
"1048726","2"
"1049159","3"
"1049238","0"
"1050524","0"
"1069008","1"
"1071263","2"
"1075258","2"
"1078156","17"
"1079077","0"
"1090392","0"
"1093181","5"
"1093817","2"
"1094693","2"
"1098754","4"
"1099391","9"
"1104565","3"
"1107007","5"
"1109675","0"
"1111494","9"
"1113292","7"
"1118932","0"
"1123690","4"
"1128368","5"
"1137874","32"
"1147985","0"
"1149118","17"
"1149137","3"
"1152555","19"
"1153216","4"
"1154628","1"
"1163074","0"
"1165040","34"
"1168552","2"
"1177337","8"
"1178874","3"
"1191112","39"
"1192835","2"
"1193761","2"
"1195290","2"
"1199761","1"
"1210824","1"
"1211333","4"
"1213246","4"
"1216428","2"
"1216593","0"
"1216755","7"
"1217302","2"
"1217926","11"
"1219955","3"
"1221785","3"
"1222052","0"
