id,acceptedanswerid,answer_date
"3486","3827","2008-08-06 18:41:13"
"29175","29204","2008-08-26 23:38:37"
"28369","32028","2008-08-28 11:35:19"
"38421","38446","2008-09-01 21:16:52"
"39929","40069","2008-09-02 17:15:23"
"46693","47320","2008-09-06 08:17:42"
"69627","69639","2008-09-16 05:42:11"
"69979","69995","2008-09-16 07:10:40"
"70653","70915","2008-09-16 10:08:57"
"76359","76565","2008-09-16 20:23:48"
"76408","78561","2008-09-17 00:11:01"
"90413","90420","2008-09-18 06:04:40"
"101427","101557","2008-09-19 12:46:36"
"112768","112819","2008-09-22 01:54:20"
"118374","119101","2008-09-23 04:17:14"
"121123","121158","2008-09-23 13:57:26"
"123499","123526","2008-09-23 20:08:51"
"132134","133427","2008-09-25 13:43:47"
"133393","133502","2008-09-25 13:58:19"
"140439","140495","2008-09-26 16:18:18"
"143632","144087","2008-09-27 17:28:36"
"144324","144500","2008-09-27 21:15:23"
"157938","157975","2008-10-01 14:43:51"
"166508","167278","2008-10-03 14:56:31"
"172392","172458","2008-10-05 18:52:23"
"172040","175273","2008-10-06 17:22:39"
"182258","182724","2008-10-08 13:24:34"
"187434","187502","2008-10-09 14:24:55"
"189555","189580","2008-10-09 23:24:39"
"190461","190495","2008-10-10 08:14:21"
"196244","196280","2008-10-12 23:24:00"
"196776","196905","2008-10-13 07:17:02"
"209242","209256","2008-10-16 16:11:52"
"211483","211506","2008-10-17 09:06:02"
"230845","230986","2008-10-23 18:58:34"
"243426","243506","2008-10-28 14:20:35"
"260327","260397","2008-11-04 00:05:08"
"265579","267261","2008-11-06 00:20:31"
"269713","270670","2008-11-06 22:57:12"
"277044","277057","2008-11-10 04:33:24"
"278651","278666","2008-11-10 18:03:20"
"282762","282798","2008-11-12 02:13:37"
"288287","288611","2008-11-13 22:43:42"
"292967","292968","2008-11-15 19:45:21"
"302936","302946","2008-11-19 18:53:11"
"304086","304092","2008-11-20 01:37:40"
"308609","308677","2008-11-21 13:00:00"
"318069","318093","2008-11-25 16:54:40"
"320923","323476","2008-11-27 11:00:17"
"327499","327505","2008-11-29 12:57:36"
"329956","330000","2008-12-01 03:54:55"
"341966","342004","2008-12-04 20:45:49"
"343366","343441","2008-12-05 10:34:42"
"352172","352197","2008-12-09 09:14:08"
"360625","360689","2008-12-11 20:02:16"
"372465","372482","2008-12-16 19:54:29"
"42115","373205","2008-12-16 23:50:52"
"379319","379336","2008-12-18 21:23:32"
"372383","381353","2008-12-19 15:46:34"
"388800","388858","2008-12-23 13:21:11"
"393882","393938","2008-12-26 16:20:18"
"395652","395688","2008-12-28 02:01:39"
"402936","402944","2008-12-31 13:11:59"
"410150","410168","2009-01-04 00:33:15"
"410392","411080","2009-01-04 14:42:18"
"426294","427344","2009-01-09 07:41:44"
"429352","429402","2009-01-09 19:39:46"
"429998","430108","2009-01-09 23:16:17"
"436220","436299","2009-01-12 17:45:32"
"447600","449408","2009-01-16 03:29:25"
"449497","449685","2009-01-16 06:36:57"
"457307","457504","2009-01-19 12:56:41"
"457727","457751","2009-01-19 14:29:48"
"463768","463797","2009-01-21 01:15:45"
"463832","463852","2009-01-21 01:37:54"
"474698","474720","2009-01-23 21:46:34"
"475216","475246","2009-01-24 00:56:39"
"477053","477065","2009-01-25 02:26:06"
"549","477578","2009-01-25 11:27:46"
"481995","482005","2009-01-27 01:07:38"
"498630","498798","2009-01-31 13:08:04"
"502001","502013","2009-02-02 01:58:52"
"509449","509633","2009-02-04 00:35:25"
"513056","513097","2009-02-04 20:15:19"
"230321","514914","2009-02-05 07:27:26"
"518548","518563","2009-02-05 23:58:18"
"520266","520314","2009-02-06 13:38:50"
"525056","525091","2009-02-08 03:18:33"
"533200","533232","2009-02-10 17:04:39"
"536328","536444","2009-02-11 11:51:23"
"540738","540762","2009-02-12 10:35:38"
"544433","545237","2009-02-13 08:54:06"
"545294","545499","2009-02-13 10:33:42"
"543096","545517","2009-02-13 10:40:48"
"550908","551222","2009-02-15 17:08:55"
"551480","551522","2009-02-15 20:18:52"
"563805","563833","2009-02-19 03:23:54"
"570755","570802","2009-02-20 18:51:08"
"585358","585568","2009-02-25 10:55:43"
"590375","590397","2009-02-26 12:40:51"
