id,favorite
"549","6607"
"3486",""
"4004","17"
"7260","23"
"8021","38"
"18943","6"
"19471",""
"29061","5"
"29175",""
"29357",""
"30946","5"
"38421","9"
"39135","1"
"42115","1"
"46693","1"
"50142","10"
"55845","1"
"56709","1"
"57384","1"
"58621","7"
"61622","1"
"69309",""
"69627",""
"74443","1"
"76359","1"
"80612","4"
"84096","17"
"87694","3"
"95297","2"
"96382","2"
"97137","25"
"101362","16"
"101427",""
"102382","3"
"111451",""
"112396","236"
"114052",""
"118374","6"
"118910","3"
"121123","3"
"121493",""
"123976","3"
"129629","1"
"132113","1"
"132134","5"
"133393","7"
"144324",""
"150737","4"
"153220","12"
"153329",""
"166340","25"
"166508",""
"167917","3"
"174131","1"
"181341","16"
"182258","7"
"190461","2"
"190771","6"
"190912","1"
"192134","17"
"195509",""
"196244","1"
"201505","1"
"206438","32"
"209242","10"
"211263",""
"215498",""
"221040","1"
"223395","2"
"224049","5"
"229596","9"
"230321","8"
"230845","4"
"230994",""
"232228","6"
"233217","52"
"237816","6"
"239194","10"
"243426",""
"253545","1"
"260236","10"
"260327",""
"265180",""
"265579","6"
"271090","2"
"273452","73"
"274659","13"
"275444","6"
"277044","36"
"277100","1"
"278651","1"
"281618","4"
"282762","1"
"288287",""
"288500","2"
"290236",""
"292967",""
"295825","1"
"297850","2"
"300268",""
"300334","4"
"302936",""
"304086",""
"307495","5"
"307722",""
"308609","4"
"309615","9"
"311389",""
"313859","3"
"318069","1"
"320923","5"
"322262",""
"323245",""
"324904",""
"327499",""
"339180","1"
"341966","1"
"343366",""
"347056","4"
"347088",""
"348589",""
"350299","8"
"352172","1"
"354068","1"
"357567",""
"359342","39"
"360625","1"
"365309","25"
"369291","3"
"369312","2"
"372383","4"
"376551","5"
"379319",""
"379445",""
"382353",""
"386386",""
"388985",""
"392928","13"
"393882","5"
"395652",""
"401656","626"
"402936","3"
"406179","1"
"410150","1"
"411037",""
"412753","3"
"414034","9"
"415310",""
"416771","1"
"419563","2"
"426294",""
"426463","0"
"427821",""
"429352","2"
"429998","1"
"432291","7"
"435912","2"
"440463","18"
"441777","2"
"442923","25"
"447638","9"
"447785",""
"449497","6"
"452664","6"
"455220",""
"457307",""
"457727","1"
"459182","18"
"461800","7"
"463768","2"
"471800","7"
"474698",""
"476576","1"
"477053",""
"478498","8"
"488804","8"
"494211","3"
"502001",""
"506939","1"
"513056","5"
"516438",""
"518548","2"
"520266","8"
"533200","2"
"536328","1"
"538435","26"
"540738",""
"544463","32"
"545179","1"
"545294","2"
"550908",""
"551480","1"
"552681","2"
"561024","1"
"563805",""
"568995","19"
"570450","6"
"570755","3"
"575157","4"
"585358","2"
"590375",""
"593952","4"
"595002","3"
"599535","10"
"601995","3"
"602625",""
"604210","9"
"604792","2"
"606324","2"
"615704","36"
"623299",""
"630670",""
"636912",""
"637727",""
"639051","3"
"639217","7"
"639845",""
"641545",""
"643355","32"
"651713","1"
"652851","2"
"654239","1"
"655691",""
"656787",""
"659197","11"
"659737",""
"659970","68"
"660175",""
"661185","1"
"661426","1"
"661599","33"
"661819","2"
"663397",""
"663890","5"
"675119",""
"681530",""
"681991","1"
"682306",""
"683568",""
"691222",""
"696472","16"
"696483",""
"696793","1"
"699264","1"
"703963","2"
"708096",""
"710834",""
"711018",""
"712339","17"
"715096",""
"721446","8"
"723129",""
"723653","38"
"724195",""
"724950","5"
"728143","18"
"728531","5"
"732991",""
"733435",""
"733463",""
"733753","8"
"734887",""
"740679","1"
"745083","1"
"748622","8"
"752770","1"
"754118",""
"756133",""
"764565","7"
"767978",""
"772858","6"
"774925","4"
"776579","3"
"781312",""
"784848",""
"785182",""
"790232","10"
"793932",""
"795717","3"
"795888","1"
"797090","20"
"802459",""
"804155",""
"804969","4"
"805329",""
"806131","20"
"808748",""
"820334",""
"823746","13"
"826323",""
"828172","14"
"829838","15"
"830074","9"
"834932",""
"835124",""
"836281","1"
"836520",""
"839280",""
"840279","3"
"840537","52"
"845344","2"
"848788","2"
"852297",""
"855302",""
"855394","3"
"858232","2"
"859218","3"
"861221",""
"861911","1"
"869089","0"
"869589","3"
"871332",""
"872929","1"
"874634","5"
"877562",""
"878520","1"
"881734","2"
"884207","1"
"885439",""
"885810",""
"886893","4"
"888346","0"
"895739","14"
"897157",""
"898175",""
"900763","3"
"903650",""
"914069",""
"914509","1"
"918408",""
"919983","2"
"920542",""
"925086","1"
"926137","30"
"929433","1"
"933883","9"
"934171",""
"938897",""
"938920",""
"939040","10"
"941837","0"
"944162",""
"946019","3"
"949727","14"
"951487","1"
"955975",""
"964261","0"
"967497","3"
