links,type,state,creation date,updated date,closed date,comment count,user count
https://api.github.com/repos/flutter/flutter/issues/46163,issue,closed,2019-12-05T16:50:37Z,2020-02-06T08:04:52Z,2020-01-31T06:50:41Z,37,7
https://api.github.com/repos/godotengine/godot/issues/5217,pr,closed,2016-06-14T21:36:08Z,2016-06-15T11:36:12Z,2016-06-15T02:23:12Z,4,2
https://api.github.com/repos/angular/angular-cli/issues/10034,issue,closed,2018-03-21T09:07:42Z,2019-09-09T16:41:52Z,2018-03-23T09:36:33Z,23,20
https://api.github.com/repos/sveltejs/svelte/issues/2783,pr,closed,2019-05-16T14:39:34Z,2019-05-16T15:41:47Z,2019-05-16T15:41:41Z,1,1
https://api.github.com/repos/angular/components/issues/10511,issue,closed,2018-03-21T09:03:14Z,2019-09-11T01:02:10Z,2018-03-23T09:36:16Z,16,11
https://api.github.com/repos/nwjs/nw.js/issues/7237,issue,closed,2019-11-24T11:25:51Z,2019-11-25T13:58:18Z,2019-11-25T13:58:18Z,0,0
https://api.github.com/repos/dotnet/aspnetcore/issues/2829,issue,closed,2018-01-27T00:33:35Z,2019-12-04T05:01:19Z,2018-02-02T20:05:59Z,12,2
https://api.github.com/repos/vuejs/vue-cli/issues/2788,issue,closed,2018-10-23T02:34:17Z,2018-11-30T01:19:31Z,2018-11-29T15:16:18Z,11,2
https://api.github.com/repos/vuejs/vue-cli/issues/2239,issue,closed,2018-08-15T22:34:14Z,2018-09-14T07:52:56Z,2018-08-15T22:39:40Z,2,2
https://api.github.com/repos/rapid7/metasploit-framework/issues/8633,issue,closed,2017-06-29T14:02:42Z,2017-06-30T07:11:36Z,2017-06-30T00:49:51Z,2,1
https://api.github.com/repos/facebook/create-react-app/issues/6852,issue,closed,2019-04-19T14:55:52Z,2019-04-24T19:04:59Z,2019-04-19T18:26:57Z,1,1
https://api.github.com/repos/flutter/flutter/issues/40707,issue,closed,2019-09-17T20:26:26Z,2020-02-12T05:07:09Z,2019-10-03T22:14:39Z,9,3
https://api.github.com/repos/rapid7/metasploit-framework/issues/3584,pr,closed,2014-07-29T19:04:20Z,2014-07-30T15:38:12Z,2014-07-30T15:29:53Z,2,1
https://api.github.com/repos/gatsbyjs/gatsby/issues/8909,issue,closed,2018-10-08T08:08:46Z,2018-12-21T13:56:26Z,2018-12-21T13:56:26Z,1,1
https://api.github.com/repos/sqlmapproject/sqlmap/issues/2182,issue,closed,2016-09-24T16:07:36Z,2016-09-26T09:10:58Z,2016-09-26T09:10:58Z,1,1
https://api.github.com/repos/facebook/create-react-app/issues/6469,issue,closed,2019-02-20T17:13:28Z,2019-02-25T18:59:16Z,2019-02-20T18:43:46Z,1,1
https://api.github.com/repos/grafana/grafana/issues/21074,issue,closed,2019-12-13T02:32:44Z,2019-12-13T19:18:19Z,2019-12-13T19:18:12Z,1,1
https://api.github.com/repos/ColorlibHQ/AdminLTE/issues/1824,issue,closed,2018-02-22T19:51:50Z,2019-07-11T14:29:33Z,2019-07-11T14:29:33Z,3,1
https://api.github.com/repos/vuejs/vue-cli/issues/3162,issue,closed,2018-12-20T01:20:05Z,2018-12-24T14:51:32Z,2018-12-20T07:12:53Z,3,2
https://api.github.com/repos/facebook/jest/issues/9134,issue,closed,2019-11-05T07:51:42Z,2019-11-05T09:44:07Z,2019-11-05T09:44:07Z,1,1
https://api.github.com/repos/webpack/webpack/issues/1879,issue,closed,2016-01-12T10:32:25Z,2016-12-24T17:53:48Z,2016-12-24T17:53:48Z,2,1
https://api.github.com/repos/ant-design/ant-design-pro/issues/4550,issue,closed,2019-06-19T11:49:20Z,2019-08-05T16:53:42Z,2019-06-28T02:16:00Z,59,8
https://api.github.com/repos/angular/angular-cli/issues/17738,issue,closed,2020-05-15T17:02:27Z,2020-06-20T08:04:40Z,2020-05-20T06:10:49Z,3,3
https://api.github.com/repos/rapid7/metasploit-framework/issues/8052,issue,closed,2017-03-03T06:27:26Z,2017-03-03T21:37:28Z,2017-03-03T21:37:28Z,1,1
https://api.github.com/repos/rapid7/metasploit-framework/issues/9910,issue,open,2018-04-23T01:20:21Z,2018-07-02T18:07:09Z,,3,1
https://api.github.com/repos/hexojs/hexo/issues/1490,issue,open,2015-09-08T06:16:56Z,2020-04-04T04:09:46Z,,9,8
https://api.github.com/repos/bokeh/bokeh/issues/8708,issue,closed,2019-03-04T15:57:20Z,2019-03-04T17:35:06Z,2019-03-04T17:34:53Z,0,0
https://api.github.com/repos/facebook/react-native/issues/19908,issue,closed,2018-06-26T18:50:19Z,2018-07-18T23:28:25Z,2018-07-16T19:48:00Z,3,1
https://api.github.com/repos/rapid7/metasploit-framework/issues/13480,issue,closed,2020-05-19T03:43:41Z,2020-06-13T23:27:23Z,2020-06-13T23:27:23Z,2,1
https://api.github.com/repos/microsoft/vscode/issues/89133,issue,closed,2020-01-23T04:17:26Z,2020-03-08T04:30:02Z,2020-01-23T04:18:18Z,2,1
https://api.github.com/repos/facebook/create-react-app/issues/7013,issue,closed,2019-05-08T04:49:53Z,2019-06-12T16:16:07Z,2019-06-07T15:49:49Z,2,2
https://api.github.com/repos/kubernetes/kubernetes/issues/86597,issue,closed,2019-12-25T02:32:57Z,2020-06-15T12:28:27Z,2020-06-15T12:28:27Z,23,6
https://api.github.com/repos/rapid7/metasploit-framework/issues/3292,pr,closed,2014-04-23T14:27:03Z,2014-06-29T05:05:00Z,2014-04-24T18:44:02Z,0,0
https://api.github.com/repos/nuxt/nuxt.js/issues/6965,issue,closed,2020-02-13T04:44:55Z,2020-06-30T15:31:11Z,2020-02-15T21:28:00Z,1,1
https://api.github.com/repos/eggjs/egg/issues/3204,issue,closed,2018-11-16T02:53:24Z,2019-04-20T12:04:52Z,2018-11-16T03:09:30Z,3,3
