links,type,state,creation date,updated date,closed date,comment count,user count
https://api.github.com/repos/composer/composer/issues/6855,issue,closed,2017-11-30T01:39:49Z,2017-12-04T07:16:48Z,2017-12-04T07:16:48Z,2,2
https://api.github.com/repos/ytdl-org/youtube-dl/issues/23543,issue,closed,2019-12-27T16:18:05Z,2019-12-27T16:21:00Z,2019-12-27T16:20:57Z,0,0
https://api.github.com/repos/v2ray/v2ray-core/issues/1788,issue,closed,2019-07-02T02:37:59Z,2019-07-02T04:03:01Z,2019-07-02T02:56:58Z,1,0
https://api.github.com/repos/PHPMailer/PHPMailer/issues/1005,issue,closed,2017-03-14T18:58:29Z,2017-03-14T22:53:22Z,2017-03-14T22:53:22Z,3,1
https://api.github.com/repos/v2ray/v2ray-core/issues/1896,issue,closed,2019-09-23T13:14:12Z,2019-09-26T07:41:07Z,2019-09-26T07:41:06Z,11,4
https://api.github.com/repos/istio/istio/issues/18473,issue,closed,2019-10-30T16:12:05Z,2019-11-20T03:52:30Z,2019-11-20T03:52:29Z,1,1
https://api.github.com/repos/envoyproxy/envoy/issues/11474,issue,closed,2020-06-05T15:59:03Z,2020-07-18T10:56:07Z,2020-07-18T10:56:07Z,3,2
https://api.github.com/repos/rancher/rancher/issues/1909,issue,closed,2015-08-27T23:38:10Z,2015-09-04T17:02:09Z,2015-09-04T17:02:09Z,1,0
https://api.github.com/repos/v2ray/v2ray-core/issues/747,issue,closed,2017-11-30T01:26:22Z,2019-04-20T11:59:45Z,2017-11-30T09:45:26Z,10,6
https://api.github.com/repos/rancher/rancher/issues/6433,issue,closed,2016-10-28T20:19:20Z,2017-01-30T07:32:07Z,2016-10-29T02:37:21Z,1,0
https://api.github.com/repos/Homebrew/legacy-homebrew/issues/36907,issue,closed,2015-02-17T18:18:06Z,2016-07-11T14:13:30Z,2015-02-17T21:46:08Z,1,1
https://api.github.com/repos/PHPMailer/PHPMailer/issues/1458,issue,closed,2018-05-13T09:25:44Z,2018-05-13T09:32:33Z,2018-05-13T09:32:33Z,1,1
https://api.github.com/repos/v2ray/v2ray-core/issues/1903,issue,closed,2019-09-25T15:53:11Z,2019-10-21T13:23:16Z,2019-10-21T13:23:16Z,7,3
https://api.github.com/repos/moby/moby/issues/37591,issue,closed,2018-08-04T18:03:44Z,2018-08-05T04:47:54Z,2018-08-05T04:47:54Z,2,0
https://api.github.com/repos/moby/moby/issues/28616,issue,closed,2016-11-19T02:20:27Z,2016-11-20T04:21:26Z,2016-11-20T04:21:26Z,1,0
https://api.github.com/repos/docker/compose/issues/4651,issue,closed,2017-03-21T22:55:44Z,2018-01-22T19:01:56Z,2017-03-23T22:16:03Z,2,2
https://api.github.com/repos/YMFE/yapi/issues/1585,issue,open,2020-01-10T07:52:50Z,2020-01-11T02:47:32Z,,1,1
https://api.github.com/repos/docker/compose/issues/1317,issue,closed,2015-04-21T00:12:16Z,2015-09-29T14:41:35Z,2015-09-29T14:41:35Z,3,3
https://api.github.com/repos/jakubroztocil/httpie/issues/32,issue,closed,2012-03-15T11:53:44Z,2017-01-04T20:59:02Z,2012-04-11T10:46:35Z,1,1
https://api.github.com/repos/Alvin9999/new-pac/issues/781,issue,open,2020-02-07T15:18:49Z,2020-02-10T03:49:21Z,,65,2
https://api.github.com/repos/swoole/swoole-src/issues/962,issue,closed,2016-12-20T09:00:23Z,2018-05-30T05:48:56Z,2018-05-30T05:48:56Z,1,1
https://api.github.com/repos/nginx-proxy/nginx-proxy/issues/207,issue,open,2015-07-29T09:53:21Z,2015-09-12T05:13:01Z,,6,2
https://api.github.com/repos/mitmproxy/mitmproxy/issues/3937,issue,closed,2020-04-14T22:16:53Z,2020-04-16T12:10:13Z,2020-04-16T12:10:12Z,3,1
https://api.github.com/repos/hashicorp/vault/issues/7269,issue,closed,2019-08-07T18:41:59Z,2019-11-06T13:17:19Z,2019-11-06T13:17:19Z,5,3
https://api.github.com/repos/kubernetes/minikube/issues/2739,issue,closed,2018-04-17T20:29:25Z,2020-02-04T15:26:13Z,2019-01-24T17:47:19Z,15,11
https://api.github.com/repos/syncthing/syncthing/issues/5738,issue,closed,2019-05-21T12:11:14Z,2020-03-13T09:11:43Z,2019-07-28T07:49:12Z,8,3
https://api.github.com/repos/curl/curl/issues/4950,issue,closed,2020-02-19T09:18:01Z,2020-05-20T19:23:21Z,2020-02-19T13:34:29Z,4,1
https://api.github.com/repos/acmesh-official/acme.sh/issues/2231,issue,open,2019-04-25T10:58:15Z,2019-04-25T10:58:56Z,,0,0
