links,type,state,creation date,updated date,closed date,comment count,user count
https://api.github.com/repos/electron/electron/issues/9742,issue,closed,2017-06-13T07:52:49Z,2018-01-19T03:00:53Z,2018-01-19T03:00:53Z,0,0
https://api.github.com/repos/drone/drone/issues/2514,issue,open,2018-10-22T12:39:35Z,2019-10-01T02:27:33Z,,1,1
https://api.github.com/repos/hashicorp/vault/issues/5210,issue,closed,2018-08-28T13:53:35Z,2018-08-29T17:58:32Z,2018-08-29T17:58:32Z,1,1
https://api.github.com/repos/looly/hutool/issues/386,issue,closed,2019-06-05T14:20:56Z,2019-06-09T15:01:29Z,2019-06-09T15:01:29Z,1,1
https://api.github.com/repos/bitcoin/bitcoin/issues/3096,issue,closed,2013-10-15T21:31:43Z,2013-10-21T02:50:11Z,2013-10-21T02:50:11Z,0,0
https://api.github.com/repos/elastic/elasticsearch/issues/32021,issue,open,2018-07-13T05:09:14Z,2020-05-04T22:49:37Z,,1,1
https://api.github.com/repos/astaxie/beego/issues/1231,pr,closed,2015-06-24T03:13:15Z,2015-08-27T14:55:44Z,2015-08-27T14:55:29Z,1,1
https://api.github.com/repos/Alvin9999/new-pac/issues/51,issue,closed,2017-04-01T12:29:31Z,2017-09-11T02:22:15Z,2017-09-11T02:22:15Z,3,1
https://api.github.com/repos/rclone/rclone/issues/2522,issue,open,2018-09-04T09:14:14Z,2018-09-04T14:27:12Z,,2,1
https://api.github.com/repos/cockroachdb/cockroach/issues/50068,pr,open,2020-06-10T22:25:57Z,2020-06-10T22:26:14Z,,1,1
https://api.github.com/repos/golang/go/issues/23204,issue,closed,2017-12-21T00:55:25Z,2019-01-05T08:52:56Z,2017-12-21T05:45:30Z,1,1
https://api.github.com/repos/jumpserver/jumpserver/issues/1720,issue,closed,2018-08-21T11:44:21Z,2018-08-24T02:45:30Z,2018-08-24T02:34:14Z,4,1
https://api.github.com/repos/etcd-io/etcd/issues/9216,pr,closed,2018-01-24T12:39:01Z,2018-06-04T17:07:54Z,2018-06-04T17:07:53Z,4,2
https://api.github.com/repos/dgraph-io/dgraph/issues/5140,pr,closed,2020-04-08T18:08:14Z,2020-04-09T01:52:34Z,2020-04-08T21:29:13Z,0,0
https://api.github.com/repos/Eugeny/terminus/issues/1956,issue,closed,2020-01-03T16:06:35Z,2020-01-03T17:40:51Z,2020-01-03T17:40:51Z,0,0
https://api.github.com/repos/ampproject/amphtml/issues/25478,pr,closed,2019-11-06T23:53:17Z,2019-11-07T22:46:52Z,2019-11-07T22:46:52Z,0,0
https://api.github.com/repos/rclone/rclone/issues/737,issue,open,2016-09-20T19:28:42Z,2017-12-14T11:12:58Z,,2,1
https://api.github.com/repos/laravel/framework/issues/27855,issue,closed,2019-03-12T08:15:06Z,2019-03-12T10:16:32Z,2019-03-12T10:16:32Z,0,0
https://api.github.com/repos/golang/go/issues/21267,issue,closed,2017-08-01T22:34:51Z,2018-08-01T22:55:03Z,2017-08-01T22:45:56Z,1,1
https://api.github.com/repos/rancher/rancher/issues/27141,issue,open,2020-05-18T20:44:27Z,2020-06-11T02:05:20Z,,0,0
https://api.github.com/repos/nodejs/node/issues/24139,issue,closed,2018-11-06T14:49:09Z,2018-11-06T18:43:06Z,2018-11-06T18:43:06Z,2,1
https://api.github.com/repos/square/okhttp/issues/2690,pr,closed,2016-07-03T17:19:07Z,2016-07-09T03:15:36Z,2016-07-09T03:15:36Z,3,1
https://api.github.com/repos/Blankj/AndroidUtilCode/issues/775,issue,closed,2018-12-28T02:33:32Z,2018-12-28T10:09:06Z,2018-12-28T10:09:05Z,2,1
https://api.github.com/repos/envoyproxy/envoy/issues/6927,issue,closed,2019-05-13T20:11:11Z,2019-05-15T12:54:27Z,2019-05-15T12:50:34Z,8,3
https://api.github.com/repos/nodejs/node/issues/26317,issue,closed,2019-02-26T09:26:54Z,2019-02-26T10:17:15Z,2019-02-26T10:17:15Z,0,0
https://api.github.com/repos/FFmpeg/FFmpeg/issues/162,pr,closed,2015-12-03T09:44:58Z,2015-12-07T10:33:58Z,2015-12-04T19:12:41Z,1,1
https://api.github.com/repos/golang/go/issues/15487,issue,closed,2016-04-29T11:34:26Z,2018-01-17T00:00:30Z,2016-08-18T21:47:00Z,3,2
https://api.github.com/repos/flutter/flutter/issues/48862,issue,closed,2020-01-15T03:49:23Z,2020-01-15T07:11:51Z,2020-01-15T07:11:51Z,1,1
https://api.github.com/repos/golang/go/issues/8138,issue,closed,2014-06-02T15:34:07Z,2016-06-25T01:35:46Z,2014-12-08T10:45:07Z,5,3
https://api.github.com/repos/Homebrew/legacy-homebrew/issues/358,issue,closed,2010-01-03T04:39:29Z,2016-02-16T09:12:24Z,2010-03-29T19:24:17Z,1,1
