links,type,state,creation date,updated date,closed date,comment count,user count
https://api.github.com/repos/android/architecture-components-samples/issues/775,pr,closed,2019-12-11T11:23:56Z,2019-12-11T11:37:05Z,2019-12-11T11:35:50Z,3,1
https://api.github.com/repos/google/styleguide/issues/445,pr,open,2019-04-14T18:12:33Z,2019-04-14T18:26:13Z,,3,1
https://api.github.com/repos/tensorflow/tensorflow/issues/20374,pr,closed,2018-06-28T10:32:32Z,2018-07-02T21:52:56Z,2018-07-02T21:52:56Z,3,1
https://api.github.com/repos/google/gson/issues/1610,pr,closed,2019-11-09T20:24:38Z,2019-11-09T20:32:06Z,2019-11-09T20:32:06Z,5,1
https://api.github.com/repos/golang/go/issues/29518,pr,closed,2019-01-03T02:31:21Z,2019-01-03T03:00:46Z,2019-01-03T03:00:46Z,1,1
https://api.github.com/repos/google/flatbuffers/issues/5076,pr,closed,2018-12-02T09:34:43Z,2019-01-31T07:09:44Z,2018-12-03T17:50:26Z,5,2
https://api.github.com/repos/tensorflow/tensorflow/issues/17820,pr,closed,2018-03-19T08:22:03Z,2018-04-12T01:32:11Z,2018-04-12T01:32:11Z,3,1
https://api.github.com/repos/bumptech/glide/issues/3482,pr,closed,2019-01-10T01:03:26Z,2019-01-18T04:24:53Z,2019-01-18T04:24:53Z,4,2
https://api.github.com/repos/google/guava/issues/3540,pr,closed,2019-07-27T19:28:07Z,2019-07-28T00:08:31Z,2019-07-28T00:08:27Z,3,1
https://api.github.com/repos/bumptech/glide/issues/3808,pr,closed,2019-08-02T11:44:05Z,2019-08-16T12:19:29Z,2019-08-16T12:19:29Z,3,2
https://api.github.com/repos/golang/go/issues/39338,pr,open,2020-06-01T07:23:24Z,2020-06-24T18:10:41Z,,1,1
https://api.github.com/repos/google/googletest/issues/2810,pr,closed,2020-04-12T13:42:00Z,2020-04-16T17:32:56Z,2020-04-16T17:32:56Z,3,1
https://api.github.com/repos/magenta/magenta/issues/86,pr,closed,2016-07-08T22:49:26Z,2016-07-09T05:27:31Z,2016-07-09T05:27:31Z,3,1
https://api.github.com/repos/golang/go/issues/29647,pr,closed,2019-01-10T03:45:03Z,2019-01-10T03:57:07Z,2019-01-10T03:57:07Z,1,1
https://api.github.com/repos/google/python-fire/issues/152,pr,open,2018-12-10T15:54:14Z,2020-07-14T17:57:39Z,,3,1
https://api.github.com/repos/google/guava/issues/3507,pr,closed,2019-06-19T11:49:34Z,2019-10-31T20:40:18Z,2019-10-31T20:40:18Z,4,2
https://api.github.com/repos/helm/charts/issues/3794,pr,closed,2018-02-21T08:49:47Z,2018-02-28T21:36:48Z,2018-02-28T21:36:48Z,6,2
https://api.github.com/repos/ampproject/amphtml/issues/6675,pr,closed,2016-12-14T20:39:03Z,2016-12-15T00:45:16Z,2016-12-15T00:45:16Z,8,4
https://api.github.com/repos/ampproject/amphtml/issues/2665,pr,closed,2016-03-22T16:28:18Z,2016-03-22T21:30:34Z,2016-03-22T21:30:34Z,6,2
https://api.github.com/repos/google/guava/issues/3076,pr,closed,2018-03-20T16:44:17Z,2019-03-12T09:04:47Z,2018-03-22T21:49:17Z,4,2
https://api.github.com/repos/puppeteer/puppeteer/issues/4486,pr,closed,2019-05-28T16:13:53Z,2019-06-04T16:53:16Z,2019-06-01T02:18:36Z,4,2
https://api.github.com/repos/istio/istio/issues/7323,pr,closed,2018-07-23T14:44:37Z,2018-07-23T15:01:23Z,2018-07-23T15:01:23Z,5,3
https://api.github.com/repos/tensorflow/tensorflow/issues/21191,pr,closed,2018-07-27T19:50:25Z,2018-08-10T22:38:50Z,2018-08-10T22:38:50Z,4,2
