id,nanswers
"2447","4"
"7551","18"
"14656","6"
"18290","6"
"18448","6"
"19721","4"
"29346","5"
"29677","2"
"33086","6"
"33288","4"
"33412","9"
"33529","4"
"33829","3"
"36877","10"
"47526","4"
"49211","2"
"49663","2"
"50037","1"
"50684","5"
"52256","4"
"55643","5"
"59204","8"
"59926","3"
"60174","28"
"64208","6"
"71077","9"
"84847","5"
"88311","50"
"93100","6"
"96945","3"
"98768","20"
"102425","6"
"103184","15"
"110458","7"
"112396","6"
"118599","3"
"120131","14"
"130264","4"
"134099","7"
"134148","2"
"135600","3"
"143692","1"
"147747","9"
"156563","5"
"163900","3"
"166023","3"
"168303","21"
"169334","4"
"169951","4"
"170115","2"
"170689","5"
"172951","9"
"173567","1"
"176338","5"
"180239","3"
"184112","5"
"185210","6"
"188043","10"
"189623","3"
"189925","3"
"190198","6"
"195454","4"
"196776","5"
"198625","8"
"199459","5"
"199613","5"
"204787","3"
"211169","4"
"212763","6"
"214850","3"
"223800","3"
"224453","2"
"224541","5"
"225496","2"
"229571","4"
"230845","7"
"232231","6"
"232584","3"
"233240","3"
"234589","2"
"238404","3"
"238728","9"
"239463","3"
"242118","5"
"242749","4"
"243957","12"
"244882","4"
"244903","8"
"245569","7"
"249540","3"
"249567","2"
"253002","3"
"254610","3"
"256172","3"
"256899","3"
"264702","2"
"266188","1"
"268682","11"
"270625","1"
"274274","11"
"279682","1"
"284538","11"
"286750","3"
"286871","12"
"287597","12"
"289077","4"
"292993","6"
"295163","2"
"295345","2"
"295538","11"
"311243","2"
"317967","7"
"318475","2"
"318781","1"
"322607","4"
"325323","6"
"328023","4"
"330299","1"
"332284","6"
"332697","7"
"332794","4"
"334776","3"
"338579","2"
"339004","2"
"340272","2"
"345217","3"
"348128","2"
"351873","3"
"354644","6"
"358449","2"
"360694","3"
"362461","4"
"367530","1"
"368792","1"
"369248","4"
"372465","2"
"379387","1"
"380895","7"
"382383","2"
"388800","7"
"390944","12"
"391066","7"
"394836","1"
"397612","9"
"398463","1"
"410085","17"
"421553","9"
"421893","3"
"424373","2"
"428478","2"
"429006","6"
"431013","3"
"434404","2"
"438508","1"
"440200","5"
"440568","9"
"440762","1"
"444248","15"
"444395","3"
"446986","2"
"450089","1"
"451167","7"
"451583","6"
"451601","4"
"454391","1"
"458481","2"
"459175","10"
"461137","6"
"462865","3"
"467117","5"
"469267","7"
"471732","6"
"472724","4"
"474785","7"
"486000","3"
"487889","5"
"488310","3"
"490627","3"
"490881","3"
"504272","8"
"509306","1"
"509449","1"
"509519","1"
"514303","4"
"518313","2"
"521912","2"
"523001","2"
"538894","3"
"539463","8"
"540161","2"
"541620","5"
"544595","2"
"546788","2"
"556670","4"
"559223","4"
"566996","6"
"567300","3"
"569327","2"
"570042","2"
"570160","5"
"573878","6"
"577507","4"
"582684","6"
"583280","3"
"593092","15"
"595873","1"
"597188","5"
"600868","1"
"605498","6"
"608111","6"
"612121","3"
"613619","6"
"618777","5"
"623536","1"
"623788","4"
"623955","3"
"624425","17"
"624898","3"
"626043","2"
"630247","3"
"630787","2"
"632167","11"
"640838","5"
"646086","5"
"646224","6"
"650101","1"
"650979","2"
"651291","0"
"652275","2"
"653304","3"
"654688","6"
"658771","4"
"659384","4"
"667177","1"
"667192","4"
"675823","4"
"679270","2"
"681385","1"
"681583","8"
"683865","3"
"692767","2"
"693288","2"
"700514","3"
"704275","1"
"707503","4"
"707587","12"
"707785","2"
"709085","4"
"722973","5"
"726662","4"
"734611","1"
"735405","4"
"741653","4"
"743058","1"
"746377","1"
"746816","3"
"747096","2"
"749631","5"
"754096","1"
"754205","6"
"756133","4"
"759149","3"
"762029","5"
"767276","10"
"767408","1"
"768677","5"
"772596","21"
"773912","2"
"778476","1"
"784608","6"
"786656","3"
"787683","1"
"788569","1"
"791551","2"
"791737","3"
"793964","4"
"795867","2"
"797275","2"
"797445","6"
"797626","13"
"801737","2"
"804456","13"
"805153","1"
"806169","3"
"808536","2"
"809137","13"
"812639","3"
"818704","11"
"821815","1"
"826981","6"
"828400","2"
"829375","5"
"831968","7"
"833786","2"
"833835","7"
"834918","5"
"839213","2"
"839499","1"
"841130","1"
"843900","2"
"846460","5"
"847240","1"
"858149","3"
"861255","1"
"864331","4"
"869072","4"
"869470","1"
"872386","4"
"872570","1"
"872877","5"
"875983","1"
"878430","5"
"882512","1"
"885485","7"
"890492","3"
"890603","1"
"890889","7"
"891227","1"
"892193","20"
"892469","7"
"893588","1"
"897405","2"
"899190","5"
"900610","4"
"901369","3"
"902438","1"
"906091","2"
"906210","1"
"910006","1"
"911946","2"
"912419","2"
"915178","2"
"916770","5"
"917500","2"
"920751","3"
"920954","2"
"921943","4"
"922892","1"
"926172","9"
"927816","1"
"929351","2"
"929714","3"
"934990","2"
"940529","1"
"941656","2"
"944745","1"
"945703","2"
"950662","1"
"951334","10"
"955399","11"
"955632","5"
"956894","1"
"957388","3"
"965186","2"
"967593","1"
"967773","5"
"968666","2"
"970262","6"
"970612","4"
"975329","2"
"979910","1"
"981188","4"
"981828","3"
"982027","2"
"983342","2"
"990958","2"
"991703","3"
"992282","3"
"992997","1"
"995035","1"
