id,nanswers
"549","12"
"3486","9"
"16861","7"
"28369","6"
"29175","6"
"38421","2"
"39929","2"
"42115","4"
"46693","2"
"49455","3"
"58621","10"
"69309","5"
"69627","8"
"69979","6"
"70653","6"
"76359","2"
"76408","12"
"90413","6"
"101427","5"
"112768","2"
"114052","3"
"118374","19"
"121123","10"
"123499","2"
"123976","7"
"129629","4"
"132134","6"
"133393","15"
"140439","11"
"143632","3"
"144324","2"
"153329","4"
"157938","21"
"166340","9"
"166508","2"
"172040","7"
"172392","7"
"182258","9"
"187434","2"
"189555","2"
"190461","5"
"196244","2"
"196776","5"
"201505","3"
"209242","1"
"211483","3"
"215498","3"
"230321","5"
"230845","7"
"230994","7"
"234590","1"
"239194","6"
"243426","3"
"260236","7"
"260327","1"
"265180","2"
"265579","10"
"269713","2"
"273452","10"
"277044","1"
"278651","1"
"282762","10"
"288287","1"
"291874","2"
"292967","2"
"300334","4"
"302936","2"
"304086","1"
"308609","2"
"311389","5"
"318069","2"
"320923","6"
"323245","1"
"324904","3"
"327499","4"
"329956","8"
"341966","3"
"343366","2"
"350299","2"
"352172","4"
"360625","4"
"372383","8"
"372465","2"
"379319","2"
"388800","7"
"393882","5"
"395652","2"
"402936","9"
"410150","2"
"410392","5"
"419563","1"
"426294","1"
"426463","2"
"429352","10"
"429998","2"
"435912","2"
"436220","10"
"447600","1"
"449497","7"
"455220","6"
"457307","2"
"457727","8"
"461800","5"
"463768","4"
"463832","3"
"471800","6"
"474698","5"
"475216","5"
"475928","1"
"477053","1"
"481995","3"
"498630","7"
"502001","2"
"506939","7"
"509449","1"
"513056","8"
"518548","4"
"520266","3"
"525056","3"
"533200","5"
"536328","11"
"540738","2"
"543096","2"
"544433","8"
"545179","0"
"545294","1"
"550908","2"
"551480","3"
"563805","3"
"568247","2"
"570755","4"
"585358","3"
"590375","2"
"591300","3"
"593952","3"
"595114","2"
"601995","4"
"604792","3"
"606324","4"
"615704","10"
"619620","1"
"623299","4"
"630670","3"
"639051","3"
"639217","3"
"641545","3"
"643355","9"
"650979","2"
"651713","4"
"652851","3"
"654239","5"
"656787","3"
"659737","5"
"660175","2"
"661084","6"
"661185","4"
"661599","1"
"663490","3"
"663890","2"
"675119","1"
"681991","1"
"683568","2"
"688766","6"
"690108","6"
"693826","2"
"696472","9"
"696483","2"
"697134","3"
"708096","1"
"710834","3"
"711018","2"
"717776","1"
"721436","3"
"721446","7"
"723129","1"
"723653","5"
"723856","4"
"724195","1"
"728143","13"
"728164","8"
"728531","4"
"729130","5"
"734887","3"
"740679","5"
"745083","3"
"748622","4"
"749682","3"
"754118","3"
"764565","5"
"767978","1"
"768677","5"
"778382","12"
"781312","1"
"784848","1"
"793761","11"
"798413","6"
"802459","1"
"804155","1"
"804969","2"
"806131","3"
"808748","6"
"811670","5"
"823746","4"
"826323","2"
"834932","4"
"835124","4"
"839280","2"
"848788","9"
"852297","2"
"852332","5"
"855394","3"
"858149","3"
"858232","2"
"861864","13"
"872929","6"
"875771","8"
"876258","2"
"877562","1"
"880188","4"
"881734","2"
"884207","1"
"886893","2"
"886895","5"
"895739","4"
"897020","9"
"897157","5"
"901369","3"
"903650","2"
