Topic ID,Category,Sub-Category,Num Posts,Views,Score,Favorites,Comments,Popularity,Accepted,Answer Hours,Answer Views,Difficulty
TOPIC 0,Development,Configuration,23,121979.0,66.0,21.0,27.0,11.301216106221652,8.0,14389.024722222222,0.010968159569429151,155.66052201933996
TOPIC 1,Authentication,Login,88,205680.0,138.0,32.0,165.0,7.070393679608061,56.0,8091.224444444444,0.520375430177759,29.01777018509335
TOPIC 2,Development,Configuration,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOPIC 3,Development,Implementation,1,57.0,2.0,1e-07,1e-07,0.0010332994847589594,1.0,1.7266666666666666,0.017543859649122806,4.617013242903575
TOPIC 4,Cryptography,Algorithms,743,5026141.0,4116.0,1243.0,1011.0,17.090086693153523,399.0,136590.23666666666,2.1585132363390986,49.026055569743086
TOPIC 5,Authentication,Login,403,2242250.0,1244.0,400.0,684.0,13.042176714881945,190.0,69990.54472222223,1.3362592488912082,48.07286787315031
TOPIC 6,Network Security,File Transfer,285,940326.0,559.0,186.0,548.0,9.492947493829941,142.0,85612.19777777776,0.553095305969973,67.72734686810774
TOPIC 7,Network Security,Remote Access,889,7341968.0,3206.0,1175.0,1784.0,16.764878855304236,438.0,270026.20694444445,2.400097635926379,61.12256237581047
TOPIC 8,Cryptography,Encryption,75,268600.0,244.0,73.0,199.0,13.170633943564532,46.0,20117.74305555556,0.22807831379831545,52.392151316643236
TOPIC 9,Development,Configuration,573,1796542.0,1792.0,639.0,1271.0,12.479604591604863,317.0,157328.39416666667,1.9986138928364074,52.206493281066464
TOPIC 10,Development,Configuration,4,37802.0,19.0,4.0,16.0,20.585058087967028,1.0,7599.547777777778,0.00010989614814000769,651.5610134311776
TOPIC 11,Authentication,Access Control,517,2600859.0,1561.0,469.0,876.0,12.361142755799962,229.0,106589.81527777777,0.6924111520502609,70.30759441793515
TOPIC 12,Authentication,Access Control,487,5268766.0,3981.0,1179.0,906.0,25.122150416485777,226.0,113012.64722222221,0.9886638822699871,62.685385412171605
TOPIC 13,Development,Configuration,17,48056.0,34.0,16.0,36.0,10.302991308819054,8.0,28.42388888888889,0.0389805876349159,11.571722662636912
TOPIC 14,Network Security,File Transfer,22,40919.0,7.0,7.0,31.0,4.035970800691299,3.0,14481.070555555554,0.003054612895582293,326.3738126910362
TOPIC 15,Network Security,Remote Access,589,1620881.0,1012.0,449.0,845.0,8.479951701606224,262.0,109774.42722222224,1.2582811849014568,58.100405060631914
TOPIC 16,Network Security,Digital Certificates,44,68376.0,66.0,34.0,91.0,7.812486996265054,22.0,39786.05805555555,0.1981695755815894,73.7747890126102
TOPIC 17,Development,Libraries,9,8164.0,7.0,3.0,11.0,4.117524903567652,2.0,1.4005555555555556,0.0017133522794706302,15.43673312059874
TOPIC 18,Development,Libraries,1,633.0,1e-07,1e-07,1.0,0.0015861743678050736,1.0,172.5261111111111,0.001579778830963665,47.79907742792795
TOPIC 19,Network Security,Remote Access,427,1815439.0,766.0,282.0,791.0,9.828361693293308,177.0,27776.979999999996,0.7078209086106224,45.576266839794776
TOPIC 20,Development,Libraries,12,21522.0,8.0,5.0,26.0,5.7318886568095415,3.0,51.75777777777778,0.06837040133377537,14.467355763812236
TOPIC 21,Authentication,Access Control,125,322947.0,190.0,86.0,189.0,7.994683306682645,50.0,5520.352500000001,0.3511372182736332,33.9998226407389
TOPIC 22,Development,GitHub/Reports,473,2723481.0,2459.0,845.0,824.0,17.470509032533343,236.0,57401.14083333334,1.550146580762236,42.02415261846124
-,Security,Security,5807.0,32521388.0,21477.0000001,7148.0000002,10332.0000001,14.594058466963373,2817.0,1244343.446944444,15.083984214730325,55.4025462473426
-,General,General,5807,20764372.0,18388.0,5030.0,13213.0,12.222325709783707,3498.0,639924.0466666666,42.687520299894274,29.195763779600906
