Topic ID,Category,Sub-Category,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04
TOPIC 0,Authentication,Access Control,0.057189405571816246,0.03466237415771254,0.022301286874668827,0.02093213873404938,0.040395918640687374,0.03670010836046588,0.0410827791801924,0.03177465244273966,0.03083676805172852,0.03144727841506458,0.04889612735427943,0.026144525833799327,0.0367259217662075,0.04591046105120126,0.03145716963798109,0.04677245617964335,0.0464010567794251,0.048887423395342,0.02695899159614809,0.03010893932194449,0.023934278384296945,0.03396743088803934,0.03281188255508106,0.02426137285930069,0.026246325553423558,0.027732567323540683,0.03461582204511242,0.03315902053145692,0.03808692100968377,0.03048866505985909,0.037440358161886275,0.0332826368583741,0.032568244962850615,0.023046117418681667,0.031668300464480124,0.025506704922329117,0.03295281128974036,0.024319068903342768,0.023620651652039516,0.0248269243233249,0.03496804645238198,0.02639873325553303,0.029300562884563053,0.018568106583888248,0.02030729503460686,0.031002910233736556,0.02865422815765137,0.030275942317690444,0.02787085459455128,0.037437223797058446,0.028418847523464234,0.02975480149487137,0.024329947218543854,0.02192486783772775,0.025772524767529743,0.02255952503771998,0.02603510967732371,0.04231365498825453,0.03212838238160753,0.033825900405175954,0.03046493668036593,0.03324585370765086,0.029766774132250526,0.03699819179043112,0.03456567496065569,0.027809340264729563,0.034167835551576146,0.020068790589926395,0.03731679753645839,0.031687514693484214,0.020089295495012212,0.028251391458979924,0.031416495311117024,0.035769675385736485,0.020020518543029248,0.02400817872200735,0.02686509618565361,0.039032395910924694,0.030421284914928463,0.03830800432647505,0.03566169363868539,0.03423824722979403,0.028909551683841926,0.02784416525598014,0.026294584239492127,0.03622208742260457,0.026053180336020887,0.030305443954302683,0.030811623737968124,0.02091491907735692,0.02379623554876768,0.03042313782727147,0.029262032429818483,0.02144788590504461,0.03163170968383155,0.023600938550011694,0.029227003972122512,0.03197815914770925,0.020617316659841248,0.018384789406780094,0.02666200477091928,0.03107173971057979,0.024839296559135124,0.032666992672266186,0.032622821206415964,0.029772547309509786,0.024352029386113538,0.023109656226552033,0.03304453461517013,0.03142598933948119,0.03203807074648896,0.03402443313352451,0.022463390777702444,0.02372364540083548,0.029369176884838404,0.02442383145916738,0.02862968460029751,0.03102373435594504,0.022770396563929454,0.03156454433408198,0.0317433235185526,0.022144204391127763,0.02423472479287877,0.03333116295724298,0.033919134784527266,0.030590954376913778,0.03199871126213733,0.022649704761968915,0.016481789954866242,0.025841628195380537,0.025404534844959283,0.03341055492412227,0.021808752931953806,0.039502840557379265,0.03167942363498706,0.034024015038848464
TOPIC 1,Development,Testing,0.20871418067032382,0.22617588524114002,0.217536582176884,0.19403440738096833,0.21076120631468873,0.19796199926308222,0.2092628726436768,0.19627946448983044,0.19836220920605716,0.20766322805800222,0.1658802958664255,0.19292318749995457,0.20890006695530916,0.22722178171662724,0.21292449913772882,0.1990600556976372,0.1902247388589095,0.23251748208441142,0.20217180649076935,0.20807988684624434,0.20861254608750623,0.19548759587968773,0.20393065001747204,0.21674919341517201,0.20435633271779508,0.190405917749588,0.20858451509647233,0.19503496332588244,0.2252511220285669,0.19920774649192646,0.20937963882518326,0.19281539347397506,0.20325615628374905,0.20875453923458923,0.21938900295644997,0.21876015915951263,0.22398242915256156,0.2057128120938109,0.21647112214184822,0.20838255886184542,0.20217239122502703,0.21539870826189692,0.2276455212957584,0.2353293999002721,0.20055242453031896,0.22043971258939968,0.21579845738215525,0.21600282949003033,0.2196315552022506,0.22756410994291923,0.2223058946528717,0.21554479557246978,0.23580276449291693,0.23272143136919216,0.226350379317272,0.22338906072903997,0.22841996193261435,0.22665181034358173,0.22295280677926302,0.2343416352786364,0.23314855419900787,0.22656664304782217,0.23078359662676634,0.23085646714659647,0.23049958667252213,0.21656311430057051,0.2208003797339367,0.2206996638709918,0.23884276159287218,0.23725869075033834,0.23808126053349538,0.2246616567717865,0.22385696641497874,0.23061224800057528,0.22241461717319735,0.2216438528433043,0.21916205433514366,0.2306090147904546,0.23943035251887462,0.23636242980627636,0.23590745259076357,0.2550303457525148,0.22985318891311945,0.2331507639028132,0.21241797633203013,0.22754849270395525,0.23153987772604254,0.23927611413904848,0.24356560113581374,0.21898946340727268,0.21805136626547514,0.23688767740523883,0.23066713159715527,0.2502704672958879,0.23430023854349386,0.23365575070766842,0.2135643669112463,0.2245324130066567,0.2514996880555854,0.24860011208401891,0.23914821934168295,0.24008805707973593,0.2206652922746302,0.23260697121651186,0.2453647114496718,0.24011239027831613,0.23812091982440103,0.2328362871921854,0.22379912498482266,0.2232888287748971,0.2250277094113139,0.2356233669744505,0.25427147654195625,0.23129976826230828,0.23672468508914035,0.23931897091646712,0.24723504113251937,0.2295291945554836,0.22795983652273813,0.255486240415203,0.23267271949009874,0.22954611156135798,0.2399105344415654,0.20542574911841546,0.2437358772372489,0.2275120662101968,0.2071587903136238,0.2334960813269667,0.24135462808534033,0.2335905440062463,0.22690684588984672,0.2401871954313886,0.21676285010363375,0.21665756912618284,0.22569305594131517,0.19602759823762844
TOPIC 2,Data Security,Password/Data Storage,0.22011703445709177,0.18391232378780842,0.19646043752630551,0.22383110755338118,0.2220822197550367,0.18960855287898865,0.20417281678291382,0.2198303499689666,0.2072109065105229,0.20074306783499196,0.21483007696983608,0.21703294408507645,0.209737023573957,0.1578078090952819,0.20155235640613325,0.19953902390715417,0.2168812160772911,0.1946151345112641,0.17673380842881045,0.1734853843320161,0.2016374016672654,0.20133059423488492,0.21170971183311366,0.17201984957870792,0.17248723655939102,0.20191946391052767,0.18395535818723252,0.1818423266902718,0.14657349503734926,0.17029264507951533,0.18849909180443894,0.17138622755724828,0.1774519724016891,0.1688932634520102,0.1530222766334191,0.16146316278561856,0.170477141902989,0.16754578800302827,0.16291054733533492,0.16150238101223582,0.1822000553082458,0.1655288566618077,0.1581344575358507,0.15940814868857464,0.16033000154801977,0.15280511337332428,0.1535721358797345,0.16701141942245593,0.1650714552083957,0.16861441821689896,0.16949966099897498,0.1608524723810814,0.14380986326390263,0.14998879405052473,0.14898956605437688,0.14906902797744037,0.14195176293219322,0.13581593594536548,0.1626463531675613,0.12072911761671064,0.13462954936586172,0.12076561941363502,0.14983161886263152,0.14294642110498182,0.13636749787110602,0.12679130593264695,0.12719925761202483,0.12863844839664987,0.1305257925449545,0.13211926527046522,0.1373902679844336,0.12667884805176238,0.13839789439326508,0.12910313436636564,0.1194606110034786,0.13122242354230756,0.14771929634190065,0.13712981819255252,0.12215592632087592,0.13193914812842483,0.1213495367532596,0.12677105806357358,0.13200886927719352,0.12304997125223356,0.12376502682898372,0.12687914721811047,0.11997381925206393,0.12099146684083868,0.12194169297843625,0.12873130050187898,0.13076343075954355,0.11176384268904084,0.11778347656716791,0.11022326507927141,0.11446287587314924,0.12605632948415244,0.12211448954644077,0.12129072716925293,0.11667766264530227,0.10442271436344311,0.09771050676079836,0.10140884552863152,0.10735465238526971,0.11288288948691391,0.10557623294943203,0.11759073713158326,0.11455446985974625,0.12031526794817182,0.12968801237608057,0.11427835249068106,0.1255689695027176,0.12207274980048512,0.11134700207350155,0.10807377985417307,0.10840380023770704,0.11191783114043358,0.10698643321036128,0.10101314729112092,0.1144878677247713,0.10215281305699458,0.1141316904817934,0.11786807645733158,0.10076358574265733,0.12149581056410028,0.10151901939362673,0.09836679984370923,0.10672970503359475,0.10281988692662233,0.10431891633197665,0.0936190756093599,0.11166244239679404,0.10630577767241589,0.12051257911271282,0.09410527583507709,0.11207098088991106,0.0972783421528154
TOPIC 3,Development,Testing,0.013303638295924645,0.01383192022410433,0.007722859013301786,0.013276489849466508,0.011768169861874588,0.012916429753698009,0.009290154816555492,0.006856304298277684,0.009008686651806022,0.012067798335258638,0.011396673466652577,0.016355395811149805,0.013950636057109621,0.01759019553077558,0.011065619109442695,0.012368070941808964,0.012604103767290622,0.013938170048025838,0.01207376368484888,0.011639732616604306,0.015484383613648737,0.010940414104530087,0.010092840026001394,0.016929466364549086,0.01875368039935432,0.011245838759826144,0.015931337475927426,0.016961538370660677,0.015788654627916305,0.015355122680797117,0.013235372636164396,0.01359071256653144,0.014224633816158093,0.016379526538028037,0.014159139167168178,0.01350013726228356,0.014260695265855045,0.015142080925579648,0.012123453426187205,0.013952759015190072,0.013723783192092987,0.01947150715033239,0.020217484565756214,0.016165092810973503,0.016114970592731523,0.01634533658652799,0.01587272298511479,0.016168783842029532,0.012828059086479373,0.015042668233889184,0.016213815363650946,0.015870375178134572,0.01979176620929233,0.014368483447960285,0.015435229661723985,0.017837842783242543,0.015855667567702566,0.016303588582554877,0.016272072873345048,0.024337187203639987,0.01629961909393713,0.018736373870684903,0.017053711089133488,0.021261844748758644,0.020510832843228854,0.01880960029869726,0.016513644651156123,0.022661503460907485,0.01802295375862916,0.01855033540297007,0.01771433911212212,0.01933915806040948,0.012888190913386912,0.019166772261974628,0.028108218260462114,0.018866225513322985,0.022017999036680967,0.01920918073732726,0.0222347316750495,0.019423889292030302,0.018910799619188765,0.027695759369175562,0.01600205569564806,0.018157610935910878,0.02168506572655003,0.018791745448162638,0.01774329187452516,0.023127397998856124,0.025574970256271454,0.022149476957524533,0.02141898732164312,0.02331661755674299,0.01701138382502884,0.016206995533658692,0.02638542287071599,0.018925300019156353,0.0199033479112779,0.023222353610940952,0.025048396802123854,0.024937095208799526,0.022937814398393822,0.024031443330835935,0.022705938555108416,0.020785994572962655,0.027615093056366637,0.020760602909498764,0.026200204652393696,0.02252752989829787,0.02200581695268405,0.02622899838804657,0.01834553085519564,0.025298388556608202,0.02731417613569647,0.027479482446160677,0.025521410563400154,0.02411689612850827,0.01990996583855279,0.022050237560950675,0.024783337373769934,0.023249412814508222,0.024072676880934965,0.023354332267384356,0.018162455904898765,0.027731968233704992,0.027409404016780266,0.027392956737127282,0.0274243762274335,0.025711711183723073,0.028283036610846694,0.02723031232069375,0.029808557059424957,0.02723501672932196,0.020986100466522786,0.027787976976505646,0.028214363806378723,0.028674499916486983
TOPIC 4,Authentication,Tokens,0.007584520136117048,0.01865303177672269,0.02679666894400725,0.01687313268205169,0.020585968052816293,0.027413518595442707,0.020812882768366785,0.015323698978498078,0.020943727543263502,0.023278490602851063,0.02671528592801896,0.016911087746155403,0.017334493619426596,0.01830801186930758,0.020723982901151485,0.018682837420861707,0.022450122498368554,0.016901300957415072,0.02217572768062462,0.047158044870593586,0.021690696709347836,0.02988698409311697,0.030155108009097636,0.02680686463466727,0.02422326420212949,0.02821037071141463,0.02898849911021283,0.02947619722421173,0.029410584858093596,0.026092848455690973,0.02420522643580313,0.039670113674585415,0.039819909402617266,0.020790329744420587,0.023361995195227792,0.039967108745956735,0.03224523516497963,0.03453197219350841,0.041526792474967884,0.03228754573317833,0.029426696535049587,0.02984641761509364,0.03247340916811178,0.037163231714191336,0.024999966018095243,0.03404652898364778,0.02579557161289649,0.03439663963776035,0.029625552641042253,0.036883794571245285,0.034587336864665544,0.03377856557445313,0.04210810905650145,0.02738415907425518,0.037673746673219904,0.042197126428828384,0.042162370509776746,0.04620652736999412,0.048109243255653814,0.04706658461360857,0.03825359725297347,0.04915417229166647,0.0424481273637629,0.04719410682736154,0.05371309133048877,0.041357756319602264,0.07207135419053397,0.05223185311367091,0.0615150941578259,0.04830760000651458,0.04357385789520446,0.059647517976951676,0.04490294063250491,0.05786451623880123,0.05428448464334309,0.04889336749589087,0.04819379818187333,0.050995771508196126,0.0493333079298919,0.055368701679215426,0.053203100254322636,0.06374805587405209,0.05169233962231757,0.06095626798166146,0.05765590066411754,0.06239315386827022,0.05667817887250691,0.051005708540308316,0.04737540405135143,0.06547109189602457,0.07041190744773,0.07657708809351328,0.0757268723069358,0.09474752623646054,0.05714979996085466,0.07137963254114284,0.05533593271522679,0.09150928871434492,0.05543538844452568,0.06925177767776423,0.058319457623818356,0.06618336895583471,0.06700287787415701,0.10620726140604941,0.08133881773376557,0.08515699552521167,0.06068225988206053,0.06726148238385576,0.07344457092738323,0.057583953182021266,0.09173046673023126,0.08520900593175866,0.07475779698307937,0.08197727645814365,0.0733557469048291,0.057475560034179106,0.0997538858278025,0.08091369934507299,0.08611782190645398,0.0521349172228046,0.09017572361754916,0.0839334164299847,0.06521791269961462,0.08549884647674644,0.10421734998500881,0.09529407056404372,0.09180036070772178,0.10858170260278553,0.08653422272156444,0.07608332272415456,0.05613443760348843,0.08125113363215425,0.0938610748777033,0.10608673739476,0.09801146353096596,0.0988552782077154
TOPIC 5,Cryptography,Algorithms,0.026724042765203022,0.02383351986486973,0.02686838634350958,0.01860208089167897,0.04942323879344434,0.02641314172568465,0.03796880017537738,0.030406854218854668,0.031696105320724054,0.0327640171774626,0.02252754210401664,0.020664138099250738,0.01773108464457389,0.03845959008921294,0.029436388519517256,0.019550961474837956,0.03576843895393996,0.020829337782025854,0.04805376605631233,0.026080928092414978,0.030414043046272675,0.0183362742704608,0.04249640314550344,0.025511149543444075,0.029471845156553024,0.021163710540432933,0.024863542054642473,0.03610349042546226,0.029454920818049384,0.021187343690210737,0.03439238988130176,0.024087566739780353,0.02849199370587174,0.03934675292789694,0.028935220700805075,0.03408650391930627,0.02580520497795078,0.035039160169900344,0.020128648747328393,0.030276045640072736,0.024936946910293526,0.027126910053664056,0.03119781778435796,0.03262228367832275,0.03078198546129456,0.029341906178483947,0.02777343638536464,0.038336187612621184,0.028854061090184943,0.022566815286903723,0.03355728533106709,0.04223937768621847,0.023594240489923205,0.033105593698891926,0.02255880469612482,0.03249219461940811,0.03141854453197737,0.027318699681342058,0.025536953449809698,0.021778266460406946,0.024873326233561723,0.039253461957331655,0.018391021576446846,0.02813457080592494,0.024549786121042416,0.02799424156139765,0.026711950228419764,0.023968536261422858,0.02057480600333621,0.025885233538043353,0.03316541987746446,0.025084536914619093,0.03439408523852216,0.025388223385806024,0.024053947389237416,0.021302986427079822,0.027296159409625615,0.021509870522543873,0.03329323124979344,0.029432693375642166,0.03866294955834746,0.017206571182713,0.027606336652656625,0.032623060694731976,0.02502927257730681,0.025049232186175177,0.02249584399257227,0.031605670586274726,0.03445010113710274,0.025739386117369947,0.028674001141553163,0.03176209123856179,0.02247621616092903,0.022809823845039188,0.036483248774793975,0.040493204128442276,0.034532889874147564,0.03993102764296863,0.024017153180081068,0.0432423272228647,0.03558857794358736,0.03357090296836652,0.04013484664375772,0.0322203559668417,0.02293588749354615,0.024828570002438672,0.0423211362424728,0.023265721467851108,0.03894906046421423,0.06833873521932249,0.039514119567344436,0.03926023908799605,0.029091861766646618,0.04111845889874138,0.04181985035797374,0.04331726611061087,0.03112047943582514,0.024723515474422954,0.041800728499664624,0.03803995115595171,0.02924220784127286,0.03191606140967148,0.039034889097313716,0.027938607225318914,0.034893451226269585,0.03863889472896434,0.03126664848607233,0.02849714003241388,0.03880242300904414,0.047036584655435,0.03822380536877961,0.03430138265838663,0.0303737802248049,0.03849632202609849,0.03736208318951775,0.040654456550695744
TOPIC 6,Other,,0.003163707489528904,0.004820858271506784,0.0016035321040059594,0.002043818566212744,0.006502999760414241,0.00249186019282206,0.003249674252727368,0.0029769828797334315,0.003694450858030143,0.0037101512250294695,0.002973965444033493,0.006610591793841671,0.002318245445195843,0.005691889097386806,0.004088799799159032,0.0034002571544166833,0.004447915757682276,0.004197158385541412,0.00283069010178901,0.0035830996707227314,0.003030277525743619,0.0032200618562246044,0.0019984628093095685,0.0028530468139945434,0.004596741102407216,0.0023160745342489593,0.0023674013140957246,0.0031672178650909216,0.0032319017485633594,0.0037204656843486433,0.0049091607273397024,0.004040866442708045,0.0035758453996555845,0.0024149719345038885,0.003423089642819832,0.0040021310371871005,0.002517424075227205,0.0038971329411853933,0.00390721579908054,0.002457823585810777,0.004126769169781938,0.003258906656419593,0.002985968180888822,0.0020548580014292384,0.0024372668371919464,0.00353455055495336,0.0027894309929510338,0.002956233148147504,0.003121850514990572,0.002494990287797702,0.003734079949936131,0.004658021854782524,0.002620561127961382,0.0039668762937039035,0.0029659493200597355,0.004239093334840268,0.0025743332238692936,0.003645851058749164,0.0026690839970719546,0.0024298031109528206,0.004689748071454581,0.00318172645846989,0.0029438587143490818,0.0022531503695123675,0.004471521177568623,0.0035516624189885107,0.004074516919437704,0.002985183190713332,0.0032067321108882763,0.0031962871826528966,0.0022841552792339246,0.0032051557991094755,0.0021132687777967187,0.004526199421134817,0.0030195720054825063,0.004658479574930295,0.002766668832841691,0.003730992627634595,0.0027624397986311744,0.004750084466650151,0.002652476736002427,0.003433697384064554,0.0040971479600408435,0.005477771116602526,0.0026157004049309762,0.0021001918788357754,0.0033528197104231443,0.0032804143396524895,0.004763210732343543,0.0063749275844094296,0.003179666388177793,0.003408549441445849,0.0037673585220034693,0.0035205174058968885,0.0023896550251678987,0.003512848488325664,0.004059108104771403,0.0038167629386104333,0.004005361816020655,0.004765530488634062,0.004787710104955644,0.004259359669231344,0.003754494236214999,0.0056897829446320505,0.005462081918609641,0.004210388383398822,0.004306222100965413,0.0031847965489646413,0.0034996248681896497,0.003556335531184648,0.005221996605341901,0.006436932084970404,0.00608010656607803,0.006292748256802572,0.00474478691105211,0.004852794412040343,0.0038996929256960894,0.005911694176723168,0.0037112876311261467,0.007360143247839709,0.00310429255749391,0.0034959235319305055,0.0033983264577647234,0.0059800601990010315,0.004324211604718886,0.002450808610774402,0.004681123071855972,0.0036903385290592587,0.003949812738537502,0.005755722896292845,0.005565188344194184,0.003949944239804967,0.0033873358281562103,0.007017289506813468,0.005714529094772199,0.004822053721490065
TOPIC 7,Other,,0.0055541864780285066,0.004002295400211799,0.0065024475375442614,0.004727980714401033,0.004057292195460421,0.007246846493632932,0.004112778922717553,0.004112387945575412,0.0026158889842156706,0.0023635884842654127,0.005154411343054549,0.003206616096143816,0.005072046561652219,0.004488041821091696,0.00422779486104321,0.0038731138467424427,0.005486328306457825,0.004042344548071288,0.005176469074059991,0.004763320426427527,0.0057449710548098665,0.003331183970308652,0.0034480203218638485,0.005558967722717464,0.004379643510256843,0.005892662527246988,0.0038590224841048458,0.005197277299340713,0.004410717073142223,0.006773308290576097,0.006803038257493443,0.004473771438109013,0.00824065090411658,0.0046778508908137655,0.005864569167533773,0.004997397205488883,0.003259387461973044,0.008673518013933467,0.005279203437663803,0.008740581362661416,0.004161765339694087,0.006415227504683553,0.0068276204810573315,0.005663208675426946,0.008358282422066847,0.0038308210637801998,0.005383899188734072,0.005484112985113653,0.005498877892822954,0.007417811619535865,0.009316721023749683,0.006917094627437733,0.00619936796994355,0.005591998099211441,0.004164898483204746,0.00614075564320816,0.005540333105579535,0.0039065870452138435,0.0059981575651002475,0.004472538460788044,0.004961571579465579,0.0035881688591496855,0.005906334626279599,0.00541041362930439,0.006859691870886309,0.005977990022387608,0.0055919448951484456,0.005478721592412629,0.005223879737552278,0.007490195139136949,0.004537876506836972,0.005389163005144259,0.004534472533144364,0.006338662522200427,0.007601334823356782,0.00671692629050215,0.007292486330310992,0.0077015400752377785,0.006718881040031991,0.005817497891219222,0.005646173191380512,0.006088781231258225,0.00515777257018197,0.005824213659707311,0.0074554020512940565,0.004302690027823421,0.005544077533565368,0.006863099574083747,0.003983609311901891,0.005746392416356705,0.007580636538098891,0.008051102106425756,0.005275742648469593,0.0047238636618550075,0.0033308448024681786,0.005308207509155823,0.008202472455976554,0.00457764328861635,0.006518921276609249,0.007423651971577626,0.004408487275069465,0.005689619964729954,0.006615744664569237,0.004626296567896313,0.004870416344337789,0.006587542985937212,0.005216666247006402,0.010093349598264467,0.005987151411307038,0.006126840352069349,0.00414354275914605,0.004481165458041591,0.0031892456242348997,0.004848445609371888,0.007314006246305465,0.0037977551890600644,0.005675141158793057,0.006217466609932883,0.007019351347278441,0.011546105931155315,0.004414585921492449,0.0056808790409316615,0.007214367843321097,0.006931919420012443,0.005130668991236885,0.0038299135200180567,0.00381356155805484,0.008682742352428486,0.004418479300465774,0.005765960080211726,0.007773103333267771,0.004014245326660285,0.006896247039216438,0.005536491834421315,0.004486031131941519,0.00622767505410593
TOPIC 8,Network Security,Exploits,0.061150923981109544,0.022820469113701784,0.044723058723078184,0.014451649325005396,0.02323689161811114,0.02083068597764525,0.03508522742920854,0.017827158228864128,0.021208761039942632,0.043642149360080526,0.02311793292081321,0.04189175998752554,0.019718180044162037,0.0229176033878021,0.033556140893565234,0.03675396300906125,0.03137194598917653,0.04953602899804833,0.023982090529553204,0.023392054566647856,0.05053169936746719,0.03985031780365926,0.031454564722221766,0.031234317428582365,0.03405594475950475,0.025887252232482127,0.0290104082180229,0.033850356475941104,0.041324404290056314,0.04142335746345031,0.03864491057281877,0.03343904513907729,0.023494781107867218,0.04082023582015783,0.02915633668826558,0.025105680029512727,0.03279274748428078,0.024890486760786087,0.028607707668576968,0.03157283536803382,0.021425233409640247,0.02689341129131924,0.0268572974082184,0.034432246818491524,0.03469997513474221,0.03202421797605995,0.03709329787901472,0.02916776128083983,0.03605759351260922,0.027784797074960864,0.038491174017422296,0.04248129515945214,0.03750028963957111,0.030188245487806853,0.03283148612706388,0.032379653530649824,0.04005389562206605,0.029317417114308648,0.03279913342122021,0.02086291847953489,0.032516236054531085,0.029715265575100156,0.025869577280726568,0.029538820708241542,0.025417344111322866,0.02997971650135393,0.026914951597312414,0.027347493900518972,0.029372449510195013,0.022622737254886352,0.028130661549441743,0.03506208678589411,0.028425039746226594,0.030478793700550764,0.035649317779444634,0.025124543101940486,0.03039046128105838,0.031772931396109955,0.03887377107906521,0.03460337519898435,0.026946905479417183,0.023222562233430475,0.04002891956591619,0.022273056377040728,0.02590600895339213,0.02481666022903992,0.02407029933756542,0.033102748460032055,0.026849259443657902,0.02415472788536937,0.027833073982643935,0.025351450585281435,0.031016892806353478,0.023784584555046638,0.033729814984258276,0.021412360317994813,0.024158900568227643,0.03664279927446235,0.022218854490903835,0.03357132576263299,0.023859500172414658,0.03317106513936511,0.028712674801599034,0.023067075130369884,0.03423903610421813,0.03007338505431551,0.012624309383405674,0.020324670250147392,0.03234852975457097,0.02465516439358646,0.022966563197749586,0.0347121709347556,0.026446019952224255,0.014772121593935697,0.03268580912075267,0.025171304267132655,0.026948420708012434,0.02206181682904148,0.0293561974544395,0.009497054796449975,0.027729326692386137,0.028276870043967697,0.020259019766589392,0.04166012533961098,0.01939855413784338,0.021712877759537976,0.023895274453054376,0.024466529618581735,0.02295217395257849,0.021182694754522842,0.031601297618678095,0.030026958351274363,0.023461880980259073,0.01868818107009819,0.02588161928438597,0.016099787241968668
TOPIC 9,Authentication,Login,0.07814498382365509,0.07046301565768028,0.08194760151285058,0.03889125300898181,0.05521591843458854,0.0792642269366687,0.07081056284476761,0.0747920799129192,0.08111901948537115,0.0538127994077513,0.10997973983614719,0.07361423769422497,0.09555938616149912,0.07220024906906902,0.07466572161487706,0.0799554814822391,0.06609911585636212,0.08319644146216504,0.08476585212816233,0.10123147740843706,0.06360579809099261,0.09592732844276515,0.06801364707991207,0.07267782771841512,0.12115741144923162,0.0936592861951414,0.10085163311362802,0.08828278793319806,0.09643130622862373,0.10380633770014024,0.06588582495981656,0.10040911171032865,0.0831441435262213,0.08724019797207877,0.09399712536760489,0.08734106181852766,0.09103990684444499,0.09316340070347198,0.11421507872836763,0.09076855743830828,0.10820041633661955,0.08838638791409104,0.112331481400925,0.08055357432712275,0.0952309701252696,0.09744980108290394,0.07311138286525028,0.09562595407024564,0.08399656033233384,0.09720853684769239,0.09292582956412317,0.09189578542285622,0.09674178519975286,0.10006764220215088,0.10824165378197483,0.09763035346035255,0.09952617993833013,0.10980137745940649,0.0979027272782396,0.12826492205563864,0.09724175650626421,0.09562903231320281,0.09793861906788232,0.09457713619494787,0.11004041715568746,0.10104036601685909,0.10636880956246655,0.09305747791241185,0.1163231501277222,0.09015012559890645,0.10032673684569697,0.09966380099715687,0.1120450745136181,0.11231525683074213,0.12328492688599246,0.10919156004014699,0.09941562951450791,0.09793843869888962,0.10961385861052218,0.09883831453534138,0.09603858723101438,0.08245542179354998,0.09053637679633603,0.08946115470886677,0.10478467762004584,0.07103911761749679,0.0962826523055481,0.09595049151779907,0.09372509227631642,0.09267610208049816,0.09116926106677663,0.10795035145541108,0.10760408391119138,0.09755627607921183,0.08397131810652063,0.09006695111405433,0.10107693387397725,0.08976424961648365,0.09486496309160858,0.07514535796813547,0.10471613011897299,0.07657402518191649,0.09142383312891153,0.1007041054114301,0.08624316622460541,0.09727772126803402,0.0993481591031474,0.10134178086809698,0.09836096522291278,0.0892434313762446,0.07501055349616313,0.08014883361577702,0.08204729380862166,0.07931947855198447,0.08765682559115467,0.10389407006111907,0.09771565938181134,0.11718704192262944,0.0993455615130693,0.10645077382627453,0.07843413296231927,0.0984698245069012,0.09025547727338286,0.1197499652790559,0.09481843284070685,0.11167978475317465,0.09699773413370696,0.10057761408160845,0.09795943235263885,0.094061414509019,0.0893195414350235,0.09753938052970522,0.10627916812763682,0.09417766292613394,0.09539891050061149,0.09781344184154944
