id,nanswers
"11762","9"
"18448","6"
"21965","5"
"29346","5"
"47262","2"
"50684","5"
"53824","3"
"54991","25"
"59893","4"
"71146","7"
"83553","3"
"86458","5"
"86477","7"
"94809","6"
"98074","3"
"102496","8"
"103177","2"
"118599","3"
"120116","2"
"121493","5"
"124885","3"
"129544","2"
"129629","4"
"136219","1"
"148879","6"
"152419","2"
"154430","2"
"158800","3"
"162031","3"
"167252","1"
"170689","5"
"179425","1"
"181581","2"
"188134","1"
"196177","3"
"197388","7"
"201153","3"
"202011","29"
"206438","10"
"206793","2"
"209242","1"
"211169","4"
"211941","2"
"212510","12"
"212763","6"
"229596","3"
"234234","2"
"239463","3"
"239979","3"
"243646","9"
"243995","2"
"244019","4"
"244152","3"
"246822","6"
"249540","3"
"249567","2"
"252882","3"
"252974","2"
"254980","2"
"255171","3"
"258889","2"
"261785","1"
"261873","5"
"264889","2"
"268320","3"
"269101","11"
"270010","1"
"270625","1"
"273452","10"
"281068","4"
"281843","2"
"284500","3"
"288287","1"
"288732","6"
"290548","13"
"291744","2"
"295538","11"
"297498","2"
"299793","1"
"300582","6"
"308756","3"
"311677","3"
"312621","3"
"317652","2"
"318039","2"
"326818","5"
"327654","4"
"332477","2"
"334259","2"
"341956","1"
"344774","3"
"354068","3"
"359342","9"
"360838","2"
"379276","4"
"379319","2"
"379941","1"
"380336","5"
"384725","1"
"390853","2"
"393118","3"
"396324","5"
"399155","4"
"424517","6"
"425688","6"
"428478","2"
"289601","2"
"262756","1"
"240224","8"
"213568","2"
"124674","1"
"100919","5"
"430386","7"
"430599","3"
"431013","3"
"432753","2"
"434404","2"
"436760","2"
"437864","3"
"438142","1"
"438704","3"
"439253","3"
"440463","8"
"442658","3"
"443411","3"
"444248","15"
"447785","3"
"450380","2"
"453404","4"
"454368","5"
"454771","3"
"456837","2"
"457307","2"
"462160","1"
"464478","2"
"464580","1"
"466482","4"
"473173","3"
"473687","5"
"474259","4"
"476701","3"
"481098","4"
"483197","4"
"485103","2"
"486000","3"
"492954","3"
"494782","1"
"497428","2"
"502001","2"
"503220","3"
"503967","3"
"507124","1"
"508608","3"
"514307","1"
"514688","5"
"517628","2"
"517635","1"
"518635","3"
"519781","6"
"519872","3"
"521220","3"
"524676","2"
"526711","10"
"529485","1"
"530330","8"
"532070","2"
"534664","4"
"536352","3"
"538708","6"
"540161","2"
"541219","14"
"548462","2"
"550210","3"
"550742","2"
"557979","3"
"562350","7"
"563037","1"
"564137","2"
"564632","2"
"565425","9"
"566011","1"
"566179","2"
"566570","4"
"567303","1"
"567858","1"
"568970","1"
"569871","4"
"570042","2"
"570605","2"
"572656","4"
"578679","4"
"579035","1"
"580817","7"
"582556","4"
"585320","3"
"595165","1"
"597880","1"
"598949","2"
"602625","2"
"603271","3"
"604210","6"
"604290","3"
"605498","6"
"608120","7"
"608453","1"
"609127","6"
"609553","1"
"610013","3"
"610080","6"
"611092","7"
"612178","3"
"612957","7"
"619921","3"
"620134","4"
"621189","2"
"622900","3"
"623159","2"
"623815","8"
