id,acceptedanswerid,owneruserid
"36296","",""
"41169","",""
"76210","",""
"117129","",""
"119926","",""
"125438","",""
"138705","",""
"175309","",""
"180870","",""
"210490","",""
"228577","",""
"204440","",""
"241953","",""
"242976","",""
"252156","",""
"258994","",""
"259534","",""
"260664","",""
"290630","",""
"302893","",""
"315171","",""
"325587","",""
"308406","",""
"308980","",""
"341956","",""
"342245","",""
"362401","",""
"357491","",""
"376071","",""
"390359","",""
"412440","",""
"413279","",""
"420854","",""
"421848","",""
"461650","",""
"485023","",""
"503967","",""
"511396","",""
"524908","",""
"537596","",""
"546513","",""
"553485","",""
"553545","",""
"562833","",""
"569870","",""
"572723","",""
"579130","",""
"581655","",""
"588855","",""
"593086","",""
"595936","",""
"598949","",""
"603230","",""
"620438","",""
"627353","",""
"639034","",""
"641713","",""
"642007","",""
"665792","",""
"667887","",""
"683549","",""
"687059","",""
"690780","",""
"701801","",""
"703308","",""
"704194","",""
"718611","",""
"732107","",""
"740584","",""
"745249","",""
"747394","",""
"747876","",""
"748320","",""
"752890","",""
"761588","",""
"763498","",""
"764533","",""
"765840","",""
"770164","",""
"796383","",""
"805887","",""
"818398","",""
"834061","",""
"836961","",""
"824822","",""
"825638","",""
"852187","",""
"853876","",""
"861679","",""
"877727","",""
"877743","",""
"868776","",""
"876045","",""
"898148","",""
"900115","",""
"904442","",""
"906910","",""
"949907","",""
"952019","",""
"937048","",""
"982931","",""
"1003365","",""
"1007065","",""
"1013107","",""
"1026552","",""
"1038862","",""
"1039377","",""
"1054117","",""
"1042904","",""
"1058462","",""
"1063049","",""
"1066898","",""
"1066930","",""
"1083948","",""
"1085764","",""
"1131210","",""
"1131332","",""
"1140581","",""
"1141008","",""
"1147373","",""
"1150111","",""
"1115739","",""
"1166952","",""
"1167525","",""
"1178831","",""
"1179053","",""
"1192716","",""
"1205238","",""
"1216640","",""
"1228924","",""
"1233513","",""
"1234801","",""
"1238763","",""
"1254467","",""
"1267051","",""
"1257830","",""
"1287450","",""
"1290340","",""
"1303305","",""
"1321508","",""
"1329642","",""
"1341188","",""
"1342578","",""
"1344804","",""
"1335880","",""
"1367653","",""
"1368952","",""
"1369866","",""
"1370358","",""
"1389670","",""
"1396534","",""
"1399505","",""
"1386367","",""
"1415203","",""
"1417893","",""
"1426179","",""
"1459191","",""
"1460265","",""
"1468462","",""
"1477654","",""
"1494648","",""
"1490946","",""
"1493023","",""
"1508375","",""
"1513668","",""
"1516528","",""
"1533874","",""
"1566848","",""
"1573710","",""
"1601961","",""
"1605275","",""
"1610600","",""
"1619507","",""
"1620146","",""
"1622492","",""
"1625145","",""
"1629066","",""
"1632183","",""
"1633046","",""
"1645747","",""
"1649314","",""
"1661473","",""
"1666028","",""
"1666650","",""
"1688619","",""
"1702519","",""
"1707555","",""
"1712855","",""
"1720564","",""
"1744532","",""
"1772186","",""
"1791288","",""
"1796991","",""
"1801579","",""
"1801842","",""
"1809717","",""
"1815506","",""
"1816141","",""
"1846889","",""
"1859410","",""
"1859441","",""
"1859583","",""
"1868320","",""
"1875047","",""
"1888984","",""
"1883389","",""
"1914716","",""
"1923408","",""
"1923620","",""
"1941499","",""
"1934558","",""
"1954911","",""
"1956807","",""
"1958744","",""
"1960179","",""
"1990722","",""
"1975392","",""
"1986261","",""
"1989783","",""
"2010981","",""
"2012373","",""
"2022183","",""
"2025086","",""
"2041055","",""
"2047925","",""
"2051987","",""
"2059617","",""
"2065558","",""
"2066468","",""
"2084600","",""
"2096331","",""
"2106680","",""
"2114896","",""
"2117248","",""
"2118180","",""
"2109451","",""
"2133472","",""
