owneruserid,reputation,userviews,creationdate
"3","15216","26747","2008-07-31 14:22:31"
"22","16816","1286","2008-08-01 12:11:11"
"35","17020","1614","2008-08-01 12:43:07"
"137","22324","1031","2008-08-02 10:46:12"
"151","3188","427","2008-08-02 16:20:32"
"170","3117","263","2008-08-02 23:13:02"
"172","1596","212","2008-08-02 23:55:05"
"223","9618","650","2008-08-03 16:58:07"
"244","34167","1605","2008-08-04 00:23:06"
"246","6343","469","2008-08-04 00:47:32"
"274","37485","2018","2008-08-04 10:43:23"
"304","100535","14727","2008-08-04 13:54:38"
"307","43050","1085","2008-08-04 14:26:05"
"396","25961","2350","2008-08-05 12:46:44"
"459","38750","2630","2008-08-05 21:54:42"
"492","7128","3028","2008-08-06 10:17:26"
"528","1251","229","2008-08-06 14:45:05"
"533","19514","1128","2008-08-06 15:17:04"
"547","4776","290","2008-08-06 16:09:22"
"608","10089","1208","2008-08-07 10:23:46"
"637","4960","432","2008-08-07 12:33:15"
"644","523","51","2008-08-07 12:54:56"
"655","4950","355","2008-08-07 14:44:51"
"721","1020","179","2008-08-08 11:28:03"
"822","93579","20798","2008-08-09 04:54:20"
"832","27236","3090","2008-08-09 06:51:40"
"920","3663","801","2008-08-10 12:52:43"
"956","35858","1537","2008-08-11 03:33:26"
"972","3704","480","2008-08-11 08:49:11"
"1053","112259","9823","2008-08-11 22:17:55"
"1060","47470","2867","2008-08-11 23:17:09"
"1063","2987","415","2008-08-12 05:40:42"
"1111","1649","236","2008-08-12 12:40:23"
"1115","2425","272","2008-08-12 13:06:09"
"1215","2857","277","2008-08-13 13:32:36"
"1249","33612","2152","2008-08-13 19:56:10"
"1323","15269","1208","2008-08-14 14:22:11"
"1336","12046","863","2008-08-14 15:06:49"
"1365","2807","357","2008-08-14 18:28:56"
"1366","23387","1206","2008-08-14 18:30:52"
"1390","3226","805","2008-08-15 02:41:16"
"1391","1753","421","2008-08-15 02:51:52"
"1398","2505","263","2008-08-15 06:32:35"
"1400","5721","272","2008-08-15 07:28:10"
"1407","8754","593","2008-08-15 12:41:48"
"1412","51027","3403","2008-08-15 15:05:57"
"1483","10233","1327","2008-08-15 20:40:17"
"1484","1022","163","2008-08-15 20:40:42"
"1545","4394","309","2008-08-16 14:28:42"
"1610","4289","436","2008-08-17 14:28:50"
"1685","8074","621","2008-08-18 00:34:30"
"1695","123087","7587","2008-08-18 02:49:06"
"1697","11036","472","2008-08-18 03:02:56"
"1745","2406","152","2008-08-18 12:09:56"
"1750","4155","308","2008-08-18 12:21:11"
"1806","3606","208","2008-08-18 16:49:30"
"1853","27518","1491","2008-08-18 22:03:57"
"1929","4699","426","2008-08-19 14:25:01"
"1992","11875","959","2008-08-19 18:04:16"
"2005","146","45","2008-08-19 19:01:06"
"2017","6232","877","2008-08-19 20:01:30"
"2041","8117","593","2008-08-19 23:02:38"
"2123","1701","273","2008-08-20 13:22:24"
"2187","3317","515","2008-08-20 20:30:43"
"2213","10167","667","2008-08-20 22:31:55"
"2219","2106","347","2008-08-21 00:28:05"
"2289","4620","273","2008-08-21 13:59:43"
"2293","6235","320","2008-08-21 14:02:56"
"2455","7008","686","2008-08-22 11:29:07"
"2484","24677","1066","2008-08-22 13:36:36"
"2575","1539","169","2008-08-23 01:15:51"
"2676","13200","1305","2008-08-24 13:10:20"
"2683","10524","2229","2008-08-24 14:37:22"
"2725","1951","247","2008-08-24 18:21:08"
"2730","1348","235","2008-08-24 18:45:42"
"2757","7402","469","2008-08-24 21:53:16"
"2788","43955","2175","2008-08-25 04:20:01"
"2819","7381","2819","2008-08-25 11:36:24"
"2894","10116","928","2008-08-25 20:06:55"
"2957","829","149","2008-08-26 08:58:41"
"2985","2978","270","2008-08-26 10:17:37"
"2990","9678","622","2008-08-26 10:41:59"
"2993","7872","455","2008-08-26 10:45:59"
"2994","10144","584","2008-08-26 10:47:23"
"3052","2777","550","2008-08-26 13:45:07"
"3111","6308","495","2008-08-26 17:47:14"
"3121","6840","731","2008-08-26 18:58:01"
"3186","8456","751","2008-08-27 10:39:28"
"3187","1512","231","2008-08-27 11:45:16"
"3215","16457","444","2008-08-27 13:19:37"
"3261","579","116","2008-08-27 15:24:53"
"3343","6677","1222","2008-08-28 02:23:28"
"3439","1649","398","2008-08-28 15:29:09"
"3496","2650","191","2008-08-28 19:04:22"
"3583","5708","338","2008-08-29 07:41:50"
"3612","224","67","2008-08-29 14:56:02"
"3641","5421","322","2008-08-29 16:32:49"
"3674","1495","294","2008-08-29 19:42:08"
"3719","9441","572","2008-08-30 09:51:01"
"3720","2837","283","2008-08-30 10:00:40"
"3736","7434","496","2008-08-30 12:49:28"
"3857","27535","2166","2008-08-31 12:22:47"
"3886","39198","2495","2008-08-31 16:55:28"
"3905","1073","78","2008-08-31 19:51:49"
"3915","5175","321","2008-08-31 21:34:28"
"4040","6226","629","2008-09-01 14:03:26"
"4044","3096","747","2008-09-01 14:13:21"
"4055","17136","1759","2008-09-01 14:58:25"
"4186","5599","697","2008-09-02 09:12:05"
"4358","4788","510","2008-09-03 02:56:48"
"4367","3135","180","2008-08-21 09:23:55"
"4752","1235","305","2008-09-05 13:01:14"
"4803","1479","351","2008-09-05 17:24:10"
"4867","341","44","2008-09-06 08:12:36"
"4974","1235","248","2008-09-07 05:48:06"
"4998","31291","444","2008-09-07 09:39:31"
"5000","3208","627","2008-09-07 09:46:53"
"5030","4526","280","2008-09-07 13:13:06"
"5106","3979","613","2008-09-07 22:14:19"
"5247","415","76","2008-09-08 17:30:43"
"5338","1054","300","2008-09-09 09:13:34"
"5351","4794","678","2008-09-09 10:19:17"
"5360","12665","556","2008-09-09 10:50:44"
"5421","2046","190","2008-09-09 13:51:28"
"5571","1458","233","2008-09-10 14:15:35"
"5703","4235","469","2008-09-11 02:52:22"
"5744","10010","1850","2008-09-11 08:15:22"
"5769","28453","773","2008-09-11 10:36:07"
"5862","9007","909","2008-09-11 14:32:20"
"5883","12291","373","2008-09-11 14:59:51"
"5922","21353","544","2008-09-11 17:02:59"
"5932","15865","517","2008-09-11 17:43:38"
"5988","1958","220","2008-09-11 21:09:58"
"6007","12027","548","2008-09-11 22:56:05"
"6060","174","35","2008-09-12 06:16:34"
"6093","23463","602","2008-09-12 11:07:34"
"6149","1582","267","2008-09-12 16:34:54"
"6159","2205","296","2008-09-12 17:46:58"
"6232","2032","455","2008-09-13 03:38:27"
"6268","7796","747","2008-09-13 13:05:17"
"6277","17234","5661","2008-09-13 14:11:42"
"6282","3206","253","2008-09-13 15:18:21"
"6349","47988","1237","2008-09-14 16:27:12"
"6351","355","69","2008-09-14 16:55:30"
"6358","8172","367","2008-09-14 18:37:40"
"6449","4819","1551","2008-09-15 10:13:35"
"6482","13188","956","2008-09-15 10:56:17"
"6528","1717","262","2008-09-15 12:03:50"
"6537","407","50","2008-09-15 12:11:43"
"6919","2810","195","2008-09-15 12:49:57"
"7159","1067","206","2008-09-15 13:16:48"
"7255","6064","444","2008-09-15 13:25:34"
"7256","16546","1055","2008-09-15 13:25:45"
"7370","14419","525","2008-09-15 13:37:47"
"7532","43908","6266","2008-09-15 13:55:10"
"7585","67649","2683","2008-09-15 14:00:49"
"7708","4403","408","2008-09-15 14:16:42"
"7720","12569","703","2008-09-15 14:17:43"
"7806","11365","741","2008-09-15 14:27:17"
"7855","1665","260","2008-09-15 14:32:55"
"7925","19815","3877","2008-09-15 14:43:18"
"8136","7808","547","2008-09-15 15:14:36"
"8223","10497","652","2008-09-15 15:27:55"
"8262","2100","216","2008-09-15 15:33:57"
"8298","177","49","2008-09-15 15:39:05"
"8770","531","49","2008-09-15 16:50:29"
"8805","1032","137","2008-09-15 16:54:49"
"8884","4485","435","2008-09-15 17:08:28"
"8922","58222","3009","2008-09-15 17:14:11"
"8939","2692","212","2008-09-15 17:16:54"
"9077","1712","218","2008-09-15 17:39:16"
"9122","52026","2997","2008-09-15 17:46:46"
"9162","651","73","2008-09-15 17:54:04"
"9314","9029","6112","2008-09-15 18:22:43"
"9424","1818","165","2008-09-15 18:46:18"
"9450","11895","357","2008-09-15 18:50:47"
"9581","1145","165","2008-09-15 19:14:54"
"9734","591","45","2008-09-15 19:49:05"
"9897","24027","882","2008-09-15 20:21:35"
"9968","4210","387","2008-09-15 20:38:39"
"10004","536","126","2008-09-15 20:46:51"
"10407","5148","318","2008-09-15 22:57:18"
"10427","3639","224","2008-09-15 23:03:51"
"10508","10114","1372","2008-09-15 23:33:16"
"10673","45842","8112","2008-09-16 00:51:29"
"10893","8570","652","2008-09-16 02:47:19"
"10980","3989","720","2008-09-16 03:40:08"
"10991","1640","66","2008-09-16 03:44:10"
"11078","947","114","2008-09-16 04:38:12"
"11123","89977","2134","2008-09-16 05:18:28"
"11215","3372","231","2008-09-16 06:17:40"
"11225","18296","3616","2008-09-16 06:24:23"
"11265","12046","905","2008-09-16 06:41:51"
"11318","8819","1056","2008-09-16 07:03:52"
"11333","78968","3308","2008-09-16 07:13:03"
"11347","1810","96","2008-09-16 07:18:17"
"11388","24062","2383","2008-09-16 07:33:27"
"11410","54747","3210","2008-09-16 07:44:40"
"11436","10215","1761","2008-09-16 07:57:31"
"11596","29200","2586","2008-09-16 09:22:36"
"11651","1621","407","2008-09-16 09:49:40"
"11670","3763","177","2008-09-16 10:03:55"
