owneruserid,reputation,userviews,creationdate
"20","12882","1887","2008-08-01 12:09:11"
"29","93412","5644","2008-08-01 12:24:53"
"77","68197","3273","2008-08-01 16:02:03"
"205","5684","478","2008-08-03 13:31:27"
"238","34184","813","2008-08-03 21:42:37"
"268","32112","2151","2008-08-04 10:11:11"
"271","8106","414","2008-08-04 10:25:01"
"285","3486","268","2008-08-04 12:34:49"
"312","21340","675","2008-08-04 15:01:41"
"342","15046","4251","2008-08-04 19:59:52"
"358","47572","1362","2008-08-05 01:41:40"
"416","985","275","2008-08-05 14:37:26"
"456","51438","3585","2008-08-05 21:47:05"
"522","1378","636","2008-08-06 14:24:03"
"535","3279","281","2008-08-06 15:28:45"
"573","56798","2578","2008-08-06 21:00:42"
"611","26708","3713","2008-08-07 10:43:39"
"699","18302","1139","2008-08-07 23:47:19"
"775","13414","739","2008-08-08 19:14:24"
"792","2712","243","2008-08-09 01:51:48"
"794","16968","802","2008-08-09 02:07:13"
"810","35300","1597","2008-08-09 03:49:52"
"820","994","121","2008-08-09 04:48:45"
"842","44452","2927","2008-08-09 10:29:44"
"888","1144","578","2008-08-10 07:50:54"
"891","10318","856","2008-08-10 08:11:40"
"900","24582","1453","2008-08-10 09:14:03"
"914","26917","2078","2008-08-10 10:32:48"
"936","12459","973","2008-08-10 19:34:34"
"939","47954","2074","2008-08-10 19:51:59"
"954","7531","549","2008-08-11 02:56:28"
"1043","55716","3010","2008-08-11 18:08:32"
"1070","9565","678","2008-08-12 09:39:23"
"1116","27411","4098","2008-08-12 13:25:41"
"1117","17881","1043","2008-08-12 13:27:15"
"1120","3658","282","2008-08-12 13:45:53"
"1122","13494","1992","2008-08-12 14:00:43"
"1155","625","70","2008-08-13 00:01:38"
"1196","111428","5008","2008-08-13 12:33:04"
"1199","188201","6040","2008-08-13 12:45:22"
"1233","10059","1847","2008-08-13 15:07:10"
"1236","741","107","2008-08-13 15:13:28"
"1254","10515","744","2008-08-13 22:34:57"
"1269","1999","331","2008-08-14 08:00:22"
"1293","9118","899","2008-08-14 12:38:08"
"1324","34324","10478","2008-08-14 14:23:46"
"1353","2432","257","2008-08-14 17:39:48"
"1423","49832","1812","2008-08-15 15:20:12"
"1442","350","65","2008-08-15 15:59:12"
"1491","24456","2736","2008-08-15 21:39:07"
"1522","77","47","2008-08-16 10:02:29"
"1529","5164","413","2008-08-15 16:11:40"
"1690","30445","2577","2008-08-18 01:39:04"
"1691","3333","214","2008-08-18 01:48:04"
"1714","6736","710","2008-08-18 08:40:59"
"1797","24446","784","2008-08-18 15:46:11"
"1830","10263","401","2008-08-18 18:49:16"
"1855","373","219","2008-08-18 22:12:56"
"1891","25268","1223","2008-08-19 05:37:52"
"1900","7861","382","2008-08-19 09:38:19"
"1908","51772","1433","2008-08-19 14:01:11"
"1952","2027","267","2008-08-19 15:09:45"
"1971","523","361","2008-08-19 16:13:37"
"1977","4770","796","2008-08-19 16:35:16"
"1980","7586","999","2008-08-19 16:40:39"
"2084","48931","2760","2008-08-20 10:39:15"
"2094","18995","2202","2008-08-20 10:56:52"
"2148","10068","679","2008-08-20 15:20:13"
"2150","4205","807","2008-08-20 15:43:55"
"2170","2661","161","2008-08-20 17:55:07"
"2194","20467","1039","2008-08-20 20:54:29"
"2291","22099","1480","2008-08-21 14:00:19"
"2298","15019","944","2008-08-21 14:31:48"
"2321","14408","742","2008-08-21 16:22:52"
"2329","674","175","2008-08-21 16:46:54"
"2357","1012","114","2008-08-21 20:18:05"
"2387","2191","208","2008-08-22 00:37:24"
"2453","2167","641","2008-08-22 11:19:34"
"2470","11799","575","2008-08-22 12:42:38"
"2481","35438","1010","2008-08-22 13:31:12"
"2569","2549","245","2008-08-22 23:10:37"
"2600","14019","1687","2008-08-23 13:40:14"
"2614","777","62","2008-08-23 16:30:32"
"2626","1684","176","2008-08-23 18:24:02"
"2663","9459","931","2008-08-24 05:25:57"
"2779","1142","235","2008-08-25 02:45:35"
"2789","3595","1402","2008-08-25 05:54:19"
"2811","28055","1043","2008-08-25 11:09:26"
"2902","9690","793","2008-08-25 20:49:25"
"2947","7341","729","2008-08-26 08:37:39"
"3022","18093","668","2008-08-26 12:28:45"
"3046","7811","521","2008-08-26 13:34:07"
"3067","993","68","2008-08-26 14:27:08"
"3119","4142","116","2008-08-26 18:43:38"
"3148","211","49","2008-08-27 01:01:33"
"3197","1660","123","2008-08-27 12:51:32"
"3207","96464","5388","2008-08-27 13:12:39"
"3208","46875","1628","2008-08-27 13:12:45"
"3225","17822","2567","2008-08-27 13:43:05"
"3248","1562","224","2008-08-27 14:46:26"
"3268","6204","499","2008-08-12 03:24:22"
"3275","1641","135","2008-08-27 16:13:12"
"3312","18587","1748","2008-08-27 19:56:15"
"3320","33561","1481","2008-08-27 20:23:11"
"3498","2328","77","2008-08-28 19:35:00"
"3511","2670","152","2008-08-28 21:06:37"
"3524","2265","454","2008-08-28 23:27:02"
"3535","19622","984","2008-08-29 02:26:17"
"3569","4412","275","2008-08-29 06:21:18"
"3655","8140","1431","2008-08-29 17:52:25"
"3685","1716","523","2008-08-29 22:02:10"
"3694","6481","495","2008-08-29 23:41:36"
"3820","62994","3591","2008-08-31 02:26:19"
"3839","13530","1039","2008-08-31 10:11:12"
"3853","15361","1030","2008-08-31 11:35:10"
"3937","81588","5668","2008-09-01 00:31:01"
"3981","3835","185","2008-09-01 06:57:01"
"4007","31596","6552","2008-09-01 09:59:30"
"4013","5904","644","2008-09-01 10:58:24"
"4021","3297","370","2008-09-01 12:23:44"
"4068","44678","4711","2008-09-01 16:20:04"
"4083","6936","802","2008-09-01 17:39:58"
"4089","2161","188","2008-09-01 18:19:43"
"4172","76214","2604","2008-09-02 08:54:52"
"4279","323144","35757","2008-09-02 16:10:17"
"4285","11806","375","2008-09-02 16:46:29"
"4310","413","61","2008-09-02 19:41:19"
"4421","26589","1839","2008-09-03 16:17:01"
"4435","77318","4467","2008-09-03 18:46:12"
"4615","3072","287","2008-09-04 20:36:16"
"4727","28851","2777","2008-09-05 11:30:20"
"4761","15288","1789","2008-09-05 13:41:59"
"4767","7156","274","2008-09-05 14:17:15"
"4777","11592","520","2008-09-05 15:04:55"
"4804","2619","102","2008-09-05 17:24:39"
"4867","341","44","2008-09-06 08:12:36"
"4869","16292","1878","2008-09-06 08:52:34"
"4890","2648","252","2008-09-06 12:37:32"
"4918","53180","4501","2008-09-06 15:54:41"
"4958","34745","7689","2008-09-07 01:02:03"
"5113","12874","658","2008-09-07 23:46:50"
"5116","379","127","2008-09-08 00:09:03"
"5133","7986","226","2008-09-08 04:08:48"
"5178","1127","199","2008-09-08 11:14:12"
"5229","1237","123","2008-09-08 16:08:47"
"5246","7653","850","2008-09-08 17:15:32"
"5330","1588","407","2008-09-09 07:44:06"
"5342","1427","237","2008-09-09 09:55:09"
"5409","25931","1693","2008-09-09 13:29:16"
"5468","2634","184","2008-09-09 20:45:30"
"5539","1291","124","2008-09-10 11:13:52"
"5645","21964","1088","2008-09-10 15:51:41"
"5806","12430","758","2008-09-11 12:38:21"
"5812","21523","2877","2008-09-11 13:00:29"
"5822","15965","1159","2008-09-11 13:25:52"
"5987","258428","42573","2008-09-11 21:06:49"
"6010","69026","2643","2008-09-11 23:17:19"
"6088","29036","2610","2008-09-12 10:18:28"
"6126","6024","449","2008-09-12 14:09:42"
"6310","7132","1009","2008-09-13 22:37:35"
"6380","17374","23470","2008-09-15 04:38:34"
"6399","15971","1240","2008-09-15 09:03:18"
"6456","10202","494","2008-09-15 10:22:21"
"6475","4590","2289","2008-09-15 10:49:01"
"6479","3405","263","2008-09-15 10:53:57"
"6491","68680","2912","2008-09-15 11:12:03"
"6536","1478","140","2008-09-15 12:10:23"
"6621","9504","315","2008-09-15 12:22:34"
"6733","3830","248","2008-09-15 12:34:00"
"6807","3015","824","2008-09-15 12:39:45"
"6970","9254","566","2008-09-15 12:55:35"
"7093","14197","1076","2008-09-15 13:09:49"
"7173","46067","4526","2008-09-15 13:18:17"
"7193","11538","489","2008-09-15 13:19:30"
"7223","1481","217","2008-09-15 13:22:54"
"7226","5572","556","2008-09-15 13:23:04"
"7264","31869","1908","2008-09-15 13:26:22"
"7296","1349","275","2008-09-15 13:29:09"
"7436","442","46","2008-09-15 13:44:22"
"7516","31444","1199","2008-09-15 13:53:21"
"7545","2862","179","2008-09-15 13:56:58"
"7625","24510","1495","2008-09-15 14:05:42"
"7679","14605","2357","2008-09-15 14:12:36"
"7837","1832","173","2008-09-15 14:31:50"
"7856","27019","2953","2008-09-15 14:33:04"
"7921","702","84","2008-09-15 14:41:58"
"8003","10934","784","2008-09-15 14:53:45"
"8014","20250","1735","2008-09-15 14:55:27"
"8015","6564","431","2008-09-15 14:55:30"
"8026","26648","1816","2008-09-15 14:57:02"
"8037","8723","817","2008-09-15 14:59:22"
"8155","97216","3964","2008-09-15 15:17:07"
"8297","15029","1082","2008-09-15 15:38:48"
"8305","7884","745","2008-09-15 15:40:28"
"8325","31701","6461","2008-09-15 15:44:05"
"8360","11198","1156","2008-09-15 15:48:09"
"8529","1889","242","2008-09-15 16:15:41"
"8786","4954","894","2008-09-15 16:52:34"
"8823","116","68","2008-09-15 16:56:55"
"8954","105808","5515","2008-09-15 17:19:22"
"8976","19678","2331","2008-09-15 17:22:54"
"8985","213921","9602","2008-09-15 17:24:08"
"9042","6194","670","2008-09-15 17:33:41"
"9116","587","44","2008-09-15 17:45:36"
"9128","22359","1628","2008-09-15 17:48:29"
"9169","1247","171","2008-09-15 17:56:35"
"9254","22357","1613","2008-09-15 18:12:15"
"9353","4968","374","2008-09-15 18:31:45"
"9394","8119","991","2008-09-15 18:40:16"
"9414","16907","526","2008-09-15 18:44:31"
"9479","4402","562","2008-09-15 18:57:27"
"9492","740","58","2008-09-15 18:58:35"
"9493","101817","2501","2008-09-15 18:58:53"
"9505","3499","651","2008-09-15 19:00:14"
"9530","344833","21270","2008-09-15 19:04:15"
"9532","1406","396","2008-09-15 19:04:16"
"9647","5629","322","2008-09-15 19:28:27"
"9711","12305","982","2008-09-15 19:44:28"
"9806","855","63","2008-09-15 20:02:02"
"9833","101309","5758","2008-09-15 20:08:08"
"10039","17721","1250","2008-09-15 20:56:15"
"10292","13273","915","2008-09-15 22:13:52"
"10396","31534","2873","2008-09-15 22:53:40"
"10410","2212","170","2008-09-15 22:58:08"
"10527","20473","3175","2008-09-15 23:43:46"
"10593","17985","1229","2008-09-16 00:15:03"
"10608","30832","1483","2008-09-16 00:21:54"
"10703","33382","2182","2008-09-16 01:08:24"
"10771","37303","3217","2008-09-16 01:43:47"
"10786","5511","392","2008-09-16 01:52:41"
"10887","1668","190","2008-09-16 02:46:19"
"10986","1226","81","2008-09-16 03:42:25"
"11002","3537","453","2008-09-16 03:51:57"
"11098","14135","1443","2008-09-16 04:56:36"
"11112","7414","1232","2008-09-16 05:09:59"
"11172","4254","260","2008-09-16 05:50:14"
"11421","4850","784","2008-09-16 07:50:07"
"11432","34961","4494","2008-09-16 07:56:30"
"11569","11277","783","2008-09-16 09:12:16"
"11589","13648","753","2008-09-16 09:20:04"
"11614","6086","524","2008-09-16 09:30:55"
"11633","163","96","2008-09-16 09:41:11"
"11635","52627","7285","2008-09-16 09:41:29"
"11673","3922","291","2008-09-16 10:05:49"
"11795","2448","321","2008-09-16 11:21:09"
"11867","804","170","2008-09-16 11:53:58"
"11924","346","104","2008-09-16 12:21:51"
