id,score
"549","5399"
"3027","21"
"3486","5"
"4004","42"
"18943","13"
"19471","1"
"22519","2"
"23961","3"
"28369","5"
"29175","1"
"29357","2"
"30946","18"
"34708","14"
"38421","21"
"42115","3"
"46693","4"
"50142","22"
"55845","6"
"56709","6"
"58621","25"
"61622","4"
"68792","8"
"69309","2"
"69627","1"
"73947","212"
"76359","4"
"87694","4"
"95297","6"
"96382","8"
"101362","32"
"101427","7"
"102496","7"
"111451","1"
"114052","3"
"118374","16"
"118910","13"
"121123","8"
"121493","0"
"123976","7"
"129629","2"
"131017","7"
"132113","2"
"132134","7"
"133393","17"
"138432","1"
"144324","2"
"153329","5"
"166340","74"
"166508","0"
"167917","9"
"170844","4"
"172392","5"
"174131","8"
"174225","15"
"174348","245"
"177560","3"
"182258","22"
"186789","1"
"190461","2"
"190771","24"
"194358","2"
"194869","2"
"195509","5"
"196244","3"
"201505","6"
"205887","1"
"206438","47"
"208007","18"
"209242","14"
"211263","1"
"211895","51"
"215498","1"
"221040","3"
"223395","2"
"224049","12"
"224272","8"
"229596","6"
"230321","7"
"230994","-1"
"232228","11"
"237816","12"
"239194","34"
"239262","11"
"240713","8"
"243426","1"
"243744","1"
"252974","2"
"253545","3"
"259897","8"
"260236","14"
"260327","0"
"265180","0"
"265579","6"
"273452","118"
"274533","0"
"274659","17"
"275444","8"
"277044","190"
"277100","1"
"278651","1"
"281068","2"
"281618","9"
"282762","3"
"288287","0"
"290236","2"
"291294","5"
"292967","0"
"295825","1"
"297850","5"
"300268","3"
"300334","8"
"302936","2"
"304086","3"
"304284","10"
"307495","8"
"307722","6"
"308609","2"
"311064","24"
"311389","4"
"313859","7"
"318069","3"
"320923","4"
"322262","1"
"323245","0"
"324904","2"
"327499","5"
"339180","4"
"341966","2"
"343366","2"
"347088","4"
"348589","0"
"350177","2"
"350299","15"
"352172","5"
"354021","0"
"354068","1"
"355418","0"
"357567","1"
"358967","4"
"359342","22"
"360625","4"
"365309","27"
"369291","1"
"369312","5"
"372268","6"
"372383","2"
"379319","0"
"379445","1"
"382464","25"
"386386","0"
"388985","1"
"392928","13"
"393882","12"
"395652","2"
"401656","1182"
"402936","16"
"406179","1"
"408431","1"
"410150","0"
"412753","3"
"414034","15"
"415310","2"
"419288","0"
"419563","1"
"426463","4"
"427821","0"
"429352","3"
"429998","2"
"432291","11"
"435912","5"
"441777","6"
"442594","0"
"442898","2"
"442923","68"
"445177","9"
"446467","1"
"447638","11"
"447785","1"
"449497","8"
"449650","3"
"452664","7"
"455220","1"
"455234","2"
"456546","4"
"457307","5"
"457727","3"
"461800","6"
"463768","3"
"471800","9"
"474698","1"
"476576","0"
"477053","3"
"483197","2"
"488804","6"
"494211","6"
"502001","1"
"506939","2"
"507753","1"
"513056","17"
"516438","0"
"518548","8"
"520266","12"
"522967","53"
"528938","4"
"533200","6"
"536328","3"
"538435","22"
"540738","2"
"543947","1"
"544463","37"
"545172","5"
"545179","5"
"545294","15"
"550908","1"
"551480","3"
"552681","4"
"563805","4"
"564684","5"
"568995","15"
"570755","2"
"575817","31"
"585358","3"
"590375","0"
"593952","5"
"595114","12"
"599535","13"
"601300","96"
"601995","11"
"602625","1"
"604210","34"
"604792","2"
"606324","2"
"613962","68"
"615704","76"
"623299","8"
"624012","4"
"626303","2"
"630670","2"
"636912","10"
"637727","3"
"639051","3"
"639217","8"
"639845","0"
"641545","3"
"643355","86"
"651713","1"
"652851","6"
"654239","1"
"655691","4"
"656787","2"
"659197","39"
"659737","4"
"659970","128"
"660175","0"
"661185","1"
"661426","2"
"661534","1"
"661599","43"
"661819","0"
"663890","9"
"673355","6"
"675119","0"
"678454","2"
"681530","1"
"681991","2"
"682306","0"
"683568","0"
"690566","16"
"696472","51"
"696483","0"
"696741","0"
"701078","18"
"703963","0"
"708096","2"
"710834","2"
"711018","1"
"712339","82"
"715096","0"
"715264","3"
"721446","11"
"723129","3"
"723653","63"
"724195","0"
"724950","2"
"728143","73"
"728531","6"
"728706","0"
"732991","1"
"733435","0"
"733463","0"
"734887","0"
"740679","1"
"744050","3"
"745083","2"
"748622","41"
"750919","2"
"752770","1"
"753081","2"
"754118","0"
"763572","2"
"764565","3"
"767978","2"
"770635","21"
"772858","9"
"774925","6"
"776579","13"
"781312","2"
"783412","3"
"784848","1"
"785182","7"
"789599","1"
"790232","36"
"793932","0"
"795717","8"
"795888","3"
"796934","2"
"800685","140"
"802459","2"
"804155","2"
"804969","6"
"806131","39"
"808748","1"
"820334","0"
"823746","19"
"824215","0"
"826323","1"
"828172","15"
"829838","18"
"830074","47"
"834932","0"
"835124","2"
"839280","0"
"840537","57"
"845344","2"
"848788","9"
"852297","0"
"855302","9"
"855394","6"
"855933","2"
"858232","8"
"861221","0"
"861911","12"
"862350","4"
"869089","5"
"870019","17"
"870648","1"
"871332","1"
"872929","5"
"874634","50"
"877562","0"
"878520","5"
"881734","15"
"884207","2"
"885439","1"
"886893","2"
"893959","47"
"895739","20"
"897157","8"
"897293","5"
"898175","1"
"903650","2"
"904760","3"
"908283","1"
"909819","0"
"912761","3"
"914509","1"
"918408","0"
"919983","3"
"920542","3"
"925086","4"
"926137","44"
"929433","0"
"932910","3"
"933883","25"
"934171","0"
"936253","1"
"938897","0"
"938920","1"
"939040","19"
"941837","0"
"944162","1"
"946019","3"
"949727","18"
"951487","2"
"953118","12"
"955975","1"
"956639","2"
"964261","1"
"965042","10"
"967497","7"
"968064","1"
"970569","0"
"974612","2"
"977007","2"
"977686","1"
"978350","24"
"980720","3"
"981704","2"
"982682","20"
"983896","0"
"983964","27"
"984633","8"
"992408","4"
"992704","0"
"995501","1"
"1001744","7"
"1002952","12"
"1003960","0"
"1006120","0"
"1006674","7"
"1006841","8"
"1007066","2"
"1007308","4"
"1013200","2"
"1014593","11"
"1020218","35"
"1021909","0"
"1024073","1"
"1024730","1"
"1026855","43"
"1027138","3"
"1027693","1"
"1033766","1"
"1037250","2"
"1038904","1"
"1040465","1"
"1040724","3"
"1043271","2"
"1048439","2"
"1048549","0"
"1048722","5"
"1050729","5"
"1052184","5"
"1056190","2"
"1057501","2"
"1057871","1"
"1058071","2"
"1058680","1"
"1061134","2"
"1062589","6"
"1064203","2"
"1066976","0"
"1070486","4"
"1070835","0"
"1072497","1"
"1074542","0"
"1077466","1"
"1078397","4"
"1079130","0"
"1079131","6"
"1081976","0"
"1082386","1"
"1084410","0"
"1088945","0"
"1089896","2"
"1090615","1"
"1091106","7"
"1093532","7"
"1096400","5"
"1098452","10"
"1101305","0"
"1103203","2"
"1103262","1"
"1105818","1"
"1111517","1"
"1113405","0"
"1114103","0"
"1115832","1"
"1116101","1"
"1123138","1"
"1126684","8"
"1128789","0"
"1128950","0"
"1130296","11"
"1137830","1"
"1139021","2"
"1139137","3"
"1139622","4"
"1149447","1"
"1149932","2"
"1152872","2"
"1159729","36"
"1160924","8"
"1163985","1"
"1170738","8"
"1175091","2"
"1177285","0"
"1182584","35"
"1186251","1"
"1188732","4"
"1191822","4"
"1191973","13"
"1192485","11"
"1193220","0"
"1193578","1"
"1196418","24"
"1197888","2"
"1198080","1"
"1198900","7"
"1201048","60"
"1203046","0"
"1203120","1"
"1206025","2"
"1213224","1"
"1214231","6"
"1215556","3"
"1215570","2"
"1218093","11"
"1219899","254"
"1226406","11"
"1231735","1"
"1234990","2"
"1238023","3"
"1240851","1"
"1243971","1"
"1253994","3"
"1255996","4"
"1257299","84"
"1257812","8"
"1262081","11"
"1262331","2"
"1263750","3"
"1263976","0"
"1274105","0"
"1275526","3"
"1277276","4"
"1278099","1"
"1278974","5"
"1280702","9"
"1281102","3"
"1282243","1"
"1282949","1"
"1283594","15"
"1286578","1"
"1289061","216"
"1293950","55"
"1298450","1"
"1298588","8"
"1299845","1"
"1301980","0"
"1303643","4"
"1305354","0"
"1306461","5"
"1306942","11"
"1307998","4"
"1315604","1"
"1320345","6"
"1321080","0"
"1323337","5"
"1324098","0"
"1325378","4"
"1327690","1"
"1329285","6"
"1329730","2"
"1331792","0"
"1334651","1"
"1338546","2"
"1338972","0"
"1345691","0"
"1346070","8"
"1350516","2"
"1353933","-1"
"1354665","0"
"1356102","20"
"1357569","6"
"1362262","0"
"1364262","9"
"1364487","0"
"1366182","3"
"1372623","5"
"1378463","2"
"1379702","0"
"1379907","4"
"1387193","1"
"1391692","10"
"1392074","1"
"1393514","2"
"1394616","2"
"1394916","0"
"1395260","1"
"1396688","3"
"1402696","13"
"1404381","2"
"1405637","1"
"1408492","0"
"1412193","9"
"1418846","0"
"1419800","14"
"1422154","1"
"1424205","2"
"1426984","8"
"1427908","1"
"1427932","0"
"1428341","0"
"1430095","1"
"1430446","29"
"1432664","26"
"1435696","10"
"1435700","1"
"1436383","0"
"1442330","3"
"1442538","3"
"1443411","0"
"1446285","2"
"1448455","37"
"1451067","1"
"1452527","4"
"1453073","109"
"1461272","2"
"1462284","10"
"1463182","1"
"1465638","2"
"1466011","2"
"1468943","1"
"1469899","413"
"1471654","27"
"1472404","1"
"1476891","5"
"1478887","1"
"1480750","0"
"1481940","4"
"1483595","6"
"1485419","7"
"1486122","5"
"1486673","1"
"1487738","1"
"1488604","5"
"1492421","3"
"1492878","8"
"1496549","4"
"1497311","7"
"1498306","0"
"1499283","3"
"1503947","1"
"1504097","3"
"1508431","5"
"1508705","0"
"1515823","1"
"1521189","5"
"1522127","0"
"1528012","6"
"1530797","0"
"1534489","5"
"1536035","0"
"1539263","7"
"1540801","0"
"1543753","6"
"1549442","5"
"1550947","6"
"1551070","4"
"1551463","6"
"1552060","0"
"1554954","26"
"1556554","25"
"1558287","1"
"1558392","1"
"1559705","1"
"1559892","13"
"1559915","12"
"1560875","1"
"1562548","2"
"1563438","20"
"1566623","1"
"1573468","7"
"1574958","0"
"1575516","1"
"1577514","3"
"1580720","-1"
"1583461","0"
"1583553","49"
"1586602","4"
"1588126","1"
"1589430","1"
"1595013","13"
"1597727","0"
"1598231","34"
"1602880","3"
"1602901","13"
"1603801","0"
"1606093","5"
"1606494","1"
"1617390","0"
"1619117","0"
"1619418","2"
"1623230","-1"
"1623958","0"
"1629075","0"
"1631406","1"
"1633091","0"
"1634425","8"
"1638434","0"
"1642598","10"
"1645007","50"
"1646274","18"
"1650780","0"
"1651442","1"
"1656426","0"
"1657322","0"
"1661899","1"
"1671694","0"
"1675229","3"
"1677195","-2"
"1679296","3"
"1688484","0"
"1688568","6"
"1688626","1"
"1691229","2"
"1695014","6"
"1702415","2"
"1704264","4"
"1705054","0"
"1706158","0"
"1706613","29"
"1707062","0"
"1715036","48"
"1721078","3"
"1722908","0"
"1725263","0"
"1726406","0"
"1732182","0"
"1735572","1"
"1736161","11"
"1737199","3"
"1741160","11"
"1741376","5"
"1742214","1"
"1745440","0"
"1745743","23"
"1746438","0"
"1747179","1"
"1748500","2"
"1751152","16"
"1757341","6"
"1757618","5"
"1760458","0"
"1761155","2"
"1762588","1"
"1773775","1"
"1778778","0"
"1783137","20"
"1794964","0"
"1795492","0"
"1795690","3"
"1795970","2"
"1796197","2"
"1797777","48"
"1798381","2"
"1800922","3"
"1802264","1"
"1804163","1"
"1807046","1"
"1809091","2"
"1809843","12"
"1811646","1"
"1815620","1"
"1821483","1"
"1823368","0"
"1824796","5"
"1829879","0"
"1831478","1"
"1836223","1"
"1843078","2"
"1843218","1"
"1843771","0"
"1844778","0"
"1845981","1"
"1848593","0"
"1853945","2"
"1854491","5"
"1856989","0"
"1859473","1"
"1862541","2"
"1863130","1"
"1867445","2"
"1868532","0"
"1869947","4"
"1870211","0"
"1872592","0"
"1878283","1"
"1890310","5"
"1892347","1"
"1892886","1"
"1893405","1"
"1898695","-1"
"1899724","0"
"1902453","2"
"1903194","4"
"1904231","0"
"1905171","1"
"1906027","0"
"1906691","1"
"1906927","11"
"1911382","27"
"1913894","2"
"1923046","0"
"1923435","38"
"1925104","16"
"1927246","1"
"1928990","0"
"1930005","24"
"1937243","6"
"1937962","16"
"1946720","2"
"1949640","25"
"1951432","0"
"1951487","3"
"1952168","1"
"1953954","46"
"1954971","8"
"1962852","0"
"1969375","3"
"1971657","4"
"1973031","3"
"1973748","0"
"1995639","2"
"1997154","1"
"1999961","1"
"2000431","1"
"2000875","2"
"2003776","6"
"2004080","0"
"2006473","2"
"2008173","41"
"2008519","9"
"2011862","2"
"2017094","34"
"2021392","0"
"2022009","2"
"2023549","15"
"2033026","184"
"2037072","14"
"2037162","3"
"2041072","0"
"2043595","4"
"2045221","1"
"2049363","0"
"2050652","1"
"2052213","13"
"2055258","2"
"2055423","0"
"2064198","0"
"2069217","3"
"2074207","0"
"2074932","7"
"2079336","0"
"2079366","7"
"2082262","5"
"2086288","2"
"2087182","3"
"2087432","-1"
"2093732","10"
"2095419","4"
"2095430","0"
"2096905","5"
"2100433","0"
"2100632","3"
"2103001","1"
"2103621","8"
"2104520","1"
"2104982","4"
"2107036","4"
"2107162","1"
"2108047","6"
"2108946","0"
"2108969","0"
"2109668","13"
"2111246","3"
"2112436","4"
"2112685","34"
"2113984","14"
"2116655","0"
"2118302","0"
"2119920","2"
"2120655","21"
"2121867","2"
"2128243","1"
"2130043","3"
"2130267","0"
"2131522","7"
"2131843","7"
"2134553","2"
"2140244","3"
"2140713","4"
"2141808","2"
"2142156","12"
"2142475","6"
"2144101","2"
"2145121","0"
"2145780","2"
"2148584","6"
"2150912","7"
"2151580","0"
"2155509","5"
"2155678","3"
"2159724","4"
"2161198","1"
"2161246","0"
"2161758","1"
"2173330","4"
"2173465","1"
"2175651","1"
"2185421","2"
"2186130","4"
"2187322","1"
"2188334","1"
"2189408","2"
"2192354","9"
"2192584","2"
"2197689","6"
"2200256","11"
"2203320","15"
"2203578","8"
"2206586","4"
"2206712","9"
"2207328","7"
"2213071","2"
"2214843","12"
"2218228","5"
"2220664","4"
"2221730","4"
"2222040","5"
"2224165","1"
"2225047","4"
"2226883","1"
"2229155","1"
"2230912","19"
"2231500","11"
"2240401","4"
"2243127","2"
"2252907","1"
"2252966","3"
"2253163","5"
"2256305","74"
"2258781","6"
"2258808","2"
"2260799","5"
"2263018","3"
"2270648","1"
"2271875","5"
"2275244","7"
"2276594","4"
"2280007","0"
"2284901","2"
"2291110","10"
"2292760","1"
"2296988","0"
"2300952","2"
"2304864","2"
"2308068","1"
"2311477","-1"
"2311492","10"
"2312145","5"
"2313849","1"
"2319956","12"
"2321509","4"
"2321816","0"
"2322759","21"
"2325507","0"
"2326594","1"
"2326968","3"
"2327258","1"
"2327931","8"
"2329163","5"
"2329197","8"
"2329204","3"
"2329582","58"
"2330431","0"
"2333196","4"
"2333586","7"
"2336008","4"
"2337559","4"
"2337988","5"
"2339030","0"
"2342816","2"
"2344214","2"
"2346451","0"
"2347230","3"
"2347964","4"
"2349956","4"
"2350559","0"
"2351791","1"
"2360325","0"
"2360861","17"
"2363225","1"
"2365954","1"
"2369373","6"
"2374697","4"
"2375541","19"
"2377062","2"
"2377881","62"
"2382358","1"
"2384101","1"
"2386189","1"
"2389658","0"
"2390742","5"
"2395115","15"
"2396570","1"
"2397822","228"
"2397952","21"
"2398037","-2"
"2399886","0"
"2400469","0"
"2404155","10"
"2404610","4"
"2408027","4"
"2414569","10"
"2415261","9"
"2415310","5"
"2416227","6"
"2427714","2"
"2428259","3"
"2433602","3"
"2434154","9"
"2435850","2"
"2437492","3"
"2438846","2"
"2445217","0"
"2448132","0"
"2451446","1"
"2451747","0"
"2456954","43"
"2458087","2"
"2458582","5"
"2460911","19"
"2463229","0"
"2463687","3"
"2464914","1"
"2467817","0"
"2468956","5"
"2479348","79"
"2485445","2"
"2498009","4"
"2504869","1"
"2510311","3"
"2512428","1"
"2513279","3"
"2519145","0"
"2522754","3"
"2524013","1"
"2524182","0"
"2524796","0"
"2525656","0"
"2528622","3"
"2532534","3"
"2533262","0"
"2540744","5"
"2547555","0"
"2547665","1"
"2548475","4"
"2556015","8"
"2558970","9"
"2561184","3"
"2561287","0"
"2561935","7"
"2563676","1"
"2568112","0"
"2568841","9"
"2569360","5"
"2572099","31"
"2575476","0"
"2579103","11"
"2582079","4"
"2587838","0"
"2589903","2"
"2596812","1"
"2597047","2"
"2602656","1"
"2608372","6"
"2612807","3"
"2621706","5"
"2622555","2"
"2624742","5"
"2624779","0"
"2626792","5"
"2632699","1"
"2634203","10"
"2636073","1"
"2636973","1"
"2641720","10"
"2645663","4"
"2647158","54"
"2654144","3"
"2654397","5"
"2659477","5"
"2675105","3"
"2676732","0"
"2678193","7"
"2679050","1"
"2681450","0"
"2684160","3"
"2685592","0"
"2686877","3"
"2687196","2"
"2691947","0"
"2699338","3"
"2700177","10"
"2701373","29"
"2703863","2"
"2715143","2"
"2715368","6"
"2722346","1"
"2725310","0"
"2727043","8"
"2727537","11"
"2728481","1"
"2733947","8"
"2735811","5"
"2737095","1"
"2741588","2"
"2742749","4"
"2743944","0"
"2743973","9"
"2745748","1"
"2746932","5"
"2749769","5"
"2759760","6"
"2760701","6"
"2761458","14"
"2763357","0"
"2764327","0"
"2765867","1"
"2766976","2"
"2768807","26"
"2769144","0"
"2769461","6"
"2770328","6"
"2770550","1"
"2774239","0"
"2775512","1"
"2775595","7"
"2776385","1"
"2780935","1"
"2784207","2"
"2791745","14"
"2791793","2"
"2792084","6"
"2795434","1"
"2796859","0"
"2797684","0"
"2797764","5"
"2800398","0"
"2800650","0"
"2802298","6"
"2803573","2"
"2806842","18"
"2808691","4"
"2815366","396"
"2815523","3"
"2821954","3"
"2821996","2"
"2826889","1"
"2832938","2"
"2833221","1"
"2833669","5"
"2838754","1"
"2845885","5"
"2847850","1"
"2848609","2"
"2849821","1"
"2853229","0"
"2854364","1"
"2858474","0"
"2860943","178"
"2864007","1"
"2864976","2"
"2868416","6"
"2874374","4"
"2876039","1"
"2882651","2"
"2889680","2"
"2890744","0"
"2891184","2"
"2892720","3"
"2900731","0"
"2904301","9"
"2904425","5"
"2910008","0"
"2911313","21"
"2911537","5"
"2912167","7"
"2913317","2"
"2915036","2"
"2915224","4"
"2924410","3"
"2925763","5"
"2926704","4"
"2927714","1"
"2929996","65"
"2931262","2"
