id,score
"2970","23"
"5078","21"
"8451","14"
"8472","317"
"17670","2"
"30800","1"
"32333","5"
"32412","9"
"32964","11"
"38875","23"
"42833","26"
"44799","9"
"50769","16"
"54096","14"
"54889","7"
"54991","231"
"55218","12"
"55296","13"
"58679","0"
"64059","23"
"64469","2"
"65734","3"
"65879","37"
"72304","2"
"78599","1"
"86090","16"
"87371","0"
"90413","19"
"92456","6"
"97984","405"
"103177","0"
"104592","18"
"107566","19"
"108088","18"
"109997","90"
"110123","1"
"111248","8"
"115503","1"
"116684","21"
"121504","3"
"125438","6"
"127363","9"
"127638","0"
"129677","1137"
"133549","1"
"136065","0"
"136798","11"
"137392","1"
"141203","180"
"141428","3"
"141484","24"
"142722","12"
"146839","3"
"149848","35"
"150923","0"
"153416","0"
"154430","18"
"155220","4"
"164268","6"
"167252","1"
"168946","32"
"170606","5"
"171237","5"
"173875","14"
"174387","6"
"177804","0"
"178210","3"
"181130","2"
"186106","0"
"187655","617"
"188266","224"
"192268","8"
"192811","2"
"197357","0"
"197621","0"
"201796","3"
"205923","59"
"206276","2"
"206318","26"
"207819","8"
"209927","3"
"210296","5"
"215131","2"
"217547","1"
"220077","5"
"225838","11"
"229624","7"
"231204","0"
"232895","0"
"233217","149"
"234253","0"
"234871","2"
"234872","2"
"239063","4"
"239979","2"
"241282","3"
"243646","66"
"244152","0"
"244283","5"
"253673","4"
"254935","25"
"257015","0"
"258625","9"
"259663","1"
"262023","0"
"262531","1"
"262554","1"
"268182","4"
"272447","3"
"273496","2"
"273534","3"
"273803","2"
"275824","16"
"277881","8"
"281891","6"
"284500","3"
"290405","17"
"291941","2"
"295973","1"
"301557","5"
"301855","0"
"302893","2"
"303149","49"
"304495","0"
"306830","8"
"307047","1"
"310929","1"
"315171","1"
"316367","4"
"317652","7"
"319634","2"
"320477","2"
"323067","9"
"326699","142"
"326818","85"
"330207","90"
"331901","0"
"332365","1103"
"339312","9"
"339603","37"
"340129","0"
"340820","6"
"340984","5"
"341290","21"
"341981","3"
"344280","0"
"349668","238"
"351354","4"
"353609","0"
"354161","1"
"355883","1"
"358772","1"
"365095","1"
"367870","3"
"369981","12"
"371928","0"
"376519","0"
"377901","5"
"379276","8"
"379941","2"
"384451","6"
"393580","16"
"394214","7"
"406358","2"
"407771","3"
"409782","1"
"424210","52"
"425221","6"
"426888","10"
"430599","2"
"436715","5"
"436760","0"
"437061","63"
"443151","11"
"443487","2"
"449922","1"
"450732","2"
"451288","2"
"453908","6"
"454048","302"
"456837","0"
"459614","4"
"463832","17"
"464511","2"
"465910","1"
"466748","4"
"467150","1"
"469733","3"
"473806","1"
"476640","3"
"477930","7"
"481148","13"
"483018","3"
"484068","0"
"489552","1"
"492954","3"
"494860","2"
"496255","9"
"498234","15"
"499062","0"
"503220","1"
"504167","2"
"505606","0"
"507669","5"
"510170","390"
"511907","6"
"513330","3"
"514307","0"
"526438","5"
"527768","12"
"528405","42"
"528858","157"
"530972","1"
"533082","2"
"537103","12"
"537596","17"
"537930","7"
"541219","9"
"543096","-2"
"547219","18"
"547501","1"
"547545","0"
"562250","0"
"562350","46"
"569870","1"
"569871","1"
"570944","0"
"571081","4"
"578313","3"
"578588","6"
"579850","0"
"584050","3"
"585891","0"
"587357","16"
"587896","1"
"588803","1"
"591300","4"
"591794","4"
"596893","4"
"597175","1"
"598844","1"
"603230","0"
"604175","3"
"604634","9"
"604924","3"
"606686","3"
"608112","1"
"608387","4"
"610080","3"
"610229","1"
"611808","7"
"617714","0"
"617782","9"
"619880","0"
"619921","13"
