id,nanswers
"657","8"
"1284","8"
"6847","14"
"14350","3"
"16003","1"
"16861","7"
"19956","1"
"22880","12"
"23988","2"
"24468","4"
"31865","3"
"32369","34"
"32991","3"
"38779","2"
"38838","13"
"40853","4"
"41220","10"
"44391","12"
"45093","5"
"46415","5"
"49455","3"
"51124","3"
"52239","2"
"52830","4"
"53728","9"
"54200","4"
"55862","5"
"57384","3"
"57800","2"
"59022","14"
"64432","5"
"66870","5"
"70450","10"
"71328","20"
"75057","15"
"80291","2"
"87365","12"
"89285","4"
"92561","13"
"93451","7"
"95852","5"
"96624","13"
"97765","9"
"99999","6"
"101337","7"
"111576","27"
"111763","5"
"113526","6"
"120206","3"
"120977","3"
"121354","1"
"121490","4"
"123159","2"
"134988","3"
"135802","9"
"136837","7"
"137254","2"
"138311","2"
"139053","6"
"139199","18"
"139483","1"
"141399","3"
"141427","3"
"144696","3"
"146520","1"
"147491","2"
"148068","3"
"154242","1"
"155400","1"
"157938","21"
"162296","1"
"183656","12"
"184319","2"
"185262","13"
"188114","3"
"188491","15"
"188835","3"
"195175","3"
"195717","8"
"196150","4"
"197268","3"
"197388","7"
"197835","2"
"198071","3"
"198803","3"
"199017","4"
"200545","6"
"201863","4"
"205070","5"
"205153","3"
"205668","2"
"210820","3"
"211001","6"
"211385","4"
"211941","2"
"212510","12"
"212858","2"
"213380","10"
"215302","5"
"215306","8"
"216069","1"
"226316","4"
"228476","4"
"232484","2"
"232500","5"
"232990","7"
"235759","2"
"241040","3"
"242648","3"
"244952","7"
"246822","6"
"248789","2"
"254980","2"
"255723","4"
"258721","2"
"259372","1"
"261202","3"
"262145","15"
"263818","7"
"265305","3"
"266255","21"
"266606","2"
"267451","2"
"267607","9"
"270010","1"
"270453","3"
"272112","2"
"273165","2"
"273396","5"
"276132","3"
"276177","2"
"277695","1"
"278273","13"
"279418","3"
"281843","2"
"281970","1"
"284796","1"
"286938","5"
"290460","1"
"291744","2"
"292276","1"
"295156","7"
"295910","6"
"296193","3"
"297136","4"
"297498","2"
"298535","6"
"300582","6"
"303096","3"
"304616","4"
"304658","3"
"306703","1"
"307448","7"
"308756","3"
"309497","3"
"310476","3"
"312254","2"
"315240","2"
"317175","5"
"317788","9"
"319508","5"
"327097","3"
"332833","2"
"340568","5"
"341585","2"
"342378","5"
"343488","3"
"343995","5"
"344314","2"
"344719","6"
"347948","16"
"350588","1"
"350697","5"
"353799","1"
"353968","1"
"354323","2"
"355632","3"
"360348","3"
"362948","2"
"365158","3"
"367180","1"
"373761","3"
"375390","16"
"375524","6"
"380336","5"
"381890","5"
"386047","5"
"387104","7"
"390908","1"
"395045","3"
"396164","7"
"402705","5"
"403394","5"
"409725","2"
"410253","4"
"412184","2"
"413137","7"
"413802","10"
"420843","10"
"421458","4"
"422903","6"
"427598","2"
"430386","7"
"432753","2"
"434776","3"
"437962","5"
"442443","7"
"443411","3"
"443988","4"
"444698","4"
"448431","2"
"450160","3"
"451623","7"
"454771","3"
"456109","3"
"460519","5"
"461120","3"
"465997","6"
"466506","5"
"467391","7"
"471257","4"
"473687","5"
"475216","5"
"476701","3"
"477649","2"
"478251","10"
"478455","1"
"479233","16"
"479838","1"
"481098","4"
"481845","2"
"482341","4"
"487739","2"
"488637","1"
"492340","4"
"493531","3"
"497156","6"
"498521","5"
"498630","7"
"500586","2"
"507124","1"
"508538","2"
"512174","15"
"519781","6"
"519872","3"
"522778","6"
"523627","3"
"523629","3"
"525156","1"
"525734","5"
"526576","4"
"527973","2"
"529971","3"
"534742","11"
"540496","3"
"540524","7"
"542149","3"
"545849","3"
"549987","4"
"550742","2"
"553353","3"
"555076","7"
"558360","8"
"558877","6"
"559995","2"
"564632","2"
"565425","9"
"568609","3"
"568657","8"
"568970","1"
"578679","4"
"580534","8"
"585919","3"
"587638","4"
"588327","6"
"589834","8"
"592523","7"
"594443","3"
"596057","4"
"597788","5"
"599509","5"
"601209","4"
"602539","10"
"604718","7"
"606091","1"
"606099","2"
"606830","19"
"612178","3"
"612728","6"
"617109","1"
"619991","13"
"622061","4"
"622930","6"
"627395","4"
"632300","7"
"632503","1"
"637090","8"
"638057","2"
"639125","2"
"641810","1"
"641875","2"
"642673","5"
"643414","1"
"643445","6"
"646195","5"
"647514","4"
"654758","6"
"655042","3"
"655137","4"
"657676","3"
"660335","5"
"663768","1"
"664673","7"
"669295","4"
"669849","2"
"671512","5"
"672506","2"
"675172","4"
"675380","3"
"678471","2"
"680753","2"
"681928","3"
"684662","2"
"689508","3"
"690108","6"
"690473","4"
"691533","3"
"693786","1"
"696629","11"
"696702","4"
"696793","3"
"699379","3"
"701192","1"
"703856","4"
"705636","3"
"706924","1"
"708965","2"
"709580","3"
"713600","2"
"713611","5"
"714631","7"
"722008","2"
"723945","8"
"726837","1"
"728899","1"
"729041","8"
"729908","3"
"733753","1"
"735001","4"
"738776","4"
"740837","2"
"742089","5"
"744530","8"
"746998","4"
"747538","2"
"750831","1"
"753801","9"
"761613","4"
"763316","1"
"763450","6"
"765448","4"
"767310","9"
"770830","2"
"771315","8"
"773622","2"
"773899","4"
"774569","4"
"777100","7"
"777305","1"
"780214","4"
"781658","7"
"781766","1"
"782733","3"
"783523","1"
"785016","9"
"785574","2"
"786029","3"
"786139","1"
"786651","3"
"791626","3"
"792097","5"
"792522","6"
"795553","4"
"797764","2"
"798615","3"
"801347","5"
"802879","3"
"805141","3"
"805686","4"
"807943","1"
"810533","9"
"812894","2"
"816224","3"
"816882","5"
"820030","7"
"820307","6"
"820645","1"
"821375","2"
"823821","4"
"824055","4"
"830472","4"
"832483","6"
"833358","7"
"834155","3"
"840929","1"
"841984","3"
"842357","1"
"847188","2"
"847377","3"
"851538","6"
"855473","0"
"858678","8"
"858773","6"
"859589","3"
"860895","2"
"860954","4"
"867009","3"
"869320","8"
"869361","4"
"878722","4"
"883499","3"
"895385","1"
"897550","4"
"898319","7"
"898683","1"
"900763","2"
"901214","1"
"901639","17"
"901946","3"
"904344","5"
"905331","5"
"910241","2"
"915786","4"
"915811","5"
"915839","1"
"915860","2"
"918004","1"
"918022","1"
"919733","1"
"929746","2"
"932423","4"
"932793","2"
"936306","1"
