id,score
"1284","24"
"2688","20"
"11762","40"
"16861","58"
"20227","73"
"23102","52"
"23270","4"
"25546","5"
"25999","24"
"28965","17"
"31882","8"
"34638","6"
"34896","54"
"38838","14"
"39772","4"
"39929","6"
"41220","8"
"44391","16"
"47262","8"
"49226","5"
"49473","11"
"54200","15"
"55010","3"
"55556","23"
"59022","6"
"59656","15"
"60757","5"
"61057","1"
"64258","3"
"66870","11"
"71756","12"
"72166","45"
"76210","3"
"76408","5"
"76581","0"
"78380","0"
"80291","2"
"87431","0"
"89285","1"
"91304","5"
"92561","5"
"93451","41"
"93771","1"
"96624","10"
"97765","3"
"98026","2"
"99001","5"
"101337","25"
"103203","3"
"106001","8"
"108838","1"
"111763","10"
"113090","6"
"113423","35"
"113526","7"
"116415","2"
"119926","4"
"121354","1"
"130585","1"
"134988","2"
"135802","23"
"136219","1"
"136837","8"
"137212","167"
"137254","8"
"138175","8"
"138705","6"
"139199","140"
"139483","0"
"141399","2"
"142431","3"
"143750","15"
"145540","18"
"146520","0"
"147491","0"
"148964","7"
"149876","7"
"152093","1"
"153461","1"
"154242","1"
"155400","4"
"157924","16"
"159282","2"
"162159","179"
"162764","55"
"162915","0"
"172486","32"
"172739","0"
"175309","0"
"176195","4"
"178479","346"
"184265","2"
"184319","0"
"185149","-1"
"185211","3"
"185262","36"
"188491","11"
"193002","1"
"195175","0"
"195648","6"
"195717","3"
"196177","0"
"196845","0"
"200545","22"
"204440","2"
"205153","2"
"210069","4"
"210490","3"
"210820","2"
"211001","12"
"211099","3"
"211483","0"
"216069","0"
"228476","13"
"228577","4"
"232500","15"
"239905","20"
"242976","1"
"243995","2"
"245600","7"
"247110","65"
"247304","272"
"252156","13"
"253238","0"
"258299","42"
"258889","3"
"258994","14"
"266255","22"
"266606","7"
"269253","2"
"270010","1"
"271090","3"
"272112","0"
"272503","52"
"272806","4"
"273652","3"
"274560","168"
"276832","13"
"279418","3"
"281970","1"
"284163","0"
"284796","0"
"287517","63"
"292276","1"
"295628","23"
"297498","1"
"299475","2"
"300582","3"
"300933","2"
"301948","2"
"302357","1"
"303028","7"
"304616","8"
"306668","83"
