id,favorite
"8318","5"
"14617","118"
"16451","7"
"24723","21"
"29357",""
"33412","37"
"33829",""
"34638",""
"49226","3"
"49473","2"
"70170",""
"72304",""
"77686",""
"102425","6"
"103203","1"
"108838",""
"116415",""
"119926","3"
"120380","3"
"137212","68"
"159282",""
"166411",""
"174131","1"
"178479","115"
"185211","2"
"196845","2"
"205183","1"
"211099",""
"217511","9"
"232584","2"
"244283","4"
"248562","115"
"256899","1"
"277044","36"
"277100","1"
"290545","1"
"295163","1"
"295628","7"
"302357","0"
"303028",""
"311243","5"
"313730","14"
"318781","1"
"319634","2"
"320477","1"
"321787","7"
"333812",""
"348090","1"
"350177",""
"359620","2"
"360520","57"
"367530","2"
"368792","1"
"377901","6"
"398179",""
"407990",""
"429352","2"
"435912","2"
"438508",""
"442862","40"
"442995",""
"443151","11"
"453925","2"
"461886","0"
"476576","1"
"476640","1"
"485023","4"
"491109",""
"494860","1"
"495392","2"
"506939","1"
"510846",""
"517527","3"
"521101","31"
"525408",""
"528938","1"
"529997","9"
"530972",""
"531096","11"
"540738",""
"543896","5"
"546447",""
"547219","1"
"552982",""
"556110",""
"556670","1"
"557746",""
"571081","2"
"579224","2"
"581655","1"
"587357","9"
"605589",""
"612121","3"
"626043",""
"628416","48"
"636172","1"
"637496","1"
"646224","6"
"656787",""
"658826","2"
"663890","5"
"668958",""
"673355","4"
"687787","4"
"699254","3"
"700476","2"
"700529","2"
"706856",""
"727812","5"
"728531","5"
"729203","1"
"733435",""
"734887",""
"738071","1"
"752890","3"
"754205",""
"759800",""
"760358","3"
"761588","12"
"762459","6"
"770195",""
"770635","8"
"785652","4"
"788834",""
"788844","1"
"789759","1"
"800904",""
"801458","1"
"804023","1"
"805153","0"
"806131","20"
"806169",""
"809590","5"
"820334",""
"824919",""
"825638","1"
"850497","2"
"851623",""
"852453","3"
"858036","5"
"861221",""
"862350",""
"868078",""
"877317","0"
"877562",""
"881661","1"
"886397",""
"892733","7"
"906210",""
"914509","1"
"915039","8"
"916061","3"
"919983","2"
"922779","9"
"933483","1"
"935218",""
"935666",""
"944679","1"
"948177",""
"955399","4"
"956639","1"
"976696",""
"979910","4"
"983964","7"
"984644","3"
"986892","21"
"991703","3"
"992019","296"
"992944",""
"995035","1"
"1003960",""
"1004586","1"
"1006674","3"
"1009996","3"
"1011777","2"
"1012792","5"
"1013032","16"
"1018292","1"
"1033947","5"
"1037798","2"
"1037813",""
"1042904",""
"1066976","1"
"1067869",""
"1070420","5"
"1079077",""
"1089600","5"
"1093817","2"
"1097923",""
"1100299",""
"1107007","2"
"1108937",""
"1109731",""
"1114685",""
"1115739","1"
"1126684","3"
"1131733","1"
"1132567","95"
"1159729","23"
"1163319","0"
"1169123",""
"1170185","3"
"1171103","4"
"1175008","3"
"1184789","1"
"1193220",""
"1201048","32"
"1203317","1"
"1211333",""
"1214151","2"
"1229588",""
"1235556","3"
"1238763","1"
"1240575","1"
"1244607","0"
"1247637",""
"1265488","3"
"1277276",""
"1277378","1"
"1280702","4"
"1286837",""
"1287450",""
"1291584","3"
"1297625",""
"1312984","0"
"1321557","6"
"1326770",""
"1326858","2"
"1329730","2"
"1331257",""
"1338546",""
"1339787",""
"1345691",""
"1349170",""
"1349938","7"
"1350432","1"
"1363452","1"
"1372466","2"
"1373407","16"
"1375002","1"
"1376746",""
"1379434","3"
"1381335",""
"1381965","2"
"1389055",""
"1391692","8"
"1394616",""
"1399505","10"
"1415673",""
"1417271","2"
"1429610","1"
"1431486","1"
"1442054","3"
"1443632","1"
"1454519","2"
"1459080","16"
"1466011","1"
"1475061","1"
"1475991","1"
"1478887",""
"1483595","4"
"1485020",""
"1497204","2"
"1499115",""
"1514112",""
"1519435","2"
"1554799",""
"1569736",""
"1571999","1"
"1577290","1"
"1582161","60"
"1584177",""
"1587423","4"
"1596187","3"
"1597421",""
"1599443",""
"1601560","4"
"1606494",""
"1608706","4"
"1609899","29"
"1611365","1"
"1612222",""
"1612485","2"
"1620823","1"
"1623865","2"
"1626163","3"
"1629958","4"
"1636572",""
"1638170","24"
"1660845",""
"1666028",""
"1666866","1"
"1676513","7"
